area,header,class,method,method_line,method_status,matched_capi,triage,priority,residual_kind,signature,generator_action,note
include/core,include/core/SkM44.h,SkM44,operator*,158,false_positive,SkM44_ColMajor|SkM44_Cols|SkM44_LookAt|SkM44_Perspective|SkM44_RectToRect|SkM44_Rotate|SkM44_RowMajor|SkM44_Rows,false_positive,P0,tracked,"SkV4 operator*(const SkV4& v) const { return this->map(v.x, v.y, v.z, v.w); }",Suppress or map false-positive C++ convenience/special-member row.,operator* vector mapping is covered by SkM44_map/asM33 style named APIs
include/core,include/core/SkM44.h,SkM44,operator*,158,false_positive,SkM44_ColMajor|SkM44_Cols|SkM44_LookAt|SkM44_Perspective|SkM44_RectToRect|SkM44_Rotate|SkM44_RowMajor|SkM44_Rows,false_positive,P0,tracked,"SkV3 operator*(SkV3 v) const { auto v4 = this->map(v.x, v.y, v.z, 0); return {v4.x, v4.y, v4.z}; }",Suppress or map false-positive C++ convenience/special-member row.,operator* vector mapping is covered by SkM44_map/asM33 style named APIs
include/core,include/core/SkMatrix.h,SkMatrix,operator[],100,false_positive,SkMatrix_Concat|SkMatrix_I|SkMatrix_InvalidMatrix|SkMatrix_MakeAll|SkMatrix_MakeRectToRect|SkMatrix_RectToRect|SkMatrix_RotateDeg|SkMatrix_RotateDegAroundPoint,false_positive,P0,tracked,"SkScalar operator[](int index) const { SkASSERT((unsigned)index < 9); return fMat[index]; } SkScalar get(int index) const { SkASSERT((unsigned)index < 9); return fMat[index]; } SkScalar rc(int r, int c) const { SkASSERT(r >= 0 && r <= 2); S",Suppress or map false-positive C++ convenience/special-member row.,operator[] is already covered by explicit SkMatrix_get/SkMatrix_set C API
include/core,include/core/SkPicture.h,SkPicture,~SkPicture,23,false_positive,SkPicture_MakeFromData|SkPicture_MakeFromMemory|SkPicture_MakeFromStream|SkPicture_MakePlaceholder|SkPicture_approximateBytesUsed|SkPicture_approximateOpCount|SkPicture_cullRect|SkPicture_makeShader,false_positive,P0,tracked,~SkPicture() override;,Suppress or map false-positive C++ convenience/special-member row.,destructor is already represented by release/delete/unref conventions or is not public construction surface
include/core,include/core/SkPixelRef.h,SkPixelRef,~SkPixelRef,16,false_positive,SkPixelRef_addGenIDChangeListener|SkPixelRef_diagnostic_only_getDiscardable|SkPixelRef_dimensions|SkPixelRef_getGenerationID|SkPixelRef_height|SkPixelRef_isImmutable|SkPixelRef_new|SkPixelRef_notifyAddedToCache,false_positive,P0,tracked,~SkPixelRef() override;,Suppress or map false-positive C++ convenience/special-member row.,destructor is already represented by release/delete/unref conventions or is not public construction surface
include/core,include/core/SkRefCnt.h,SkRefCntBase,~SkRefCntBase,14,false_positive,SkRefCntBase_new|SkRefCntBase_ref|SkRefCntBase_release|SkRefCntBase_unique|SkRefCntBase_unref,false_positive,P0,tracked,"virtual ~SkRefCntBase() { SkASSERTF(this->getRefCnt() == 1, ""fRefCnt was %d"", this->getRefCnt()); fRefCnt.store(0, std::memory_order_relaxed); }",Suppress or map false-positive C++ convenience/special-member row.,destructor is represented by existing delete/ref/unref/release conventions; not a standalone C ABI target
include/core,include/core/SkRefCnt.h,SkRefCnt,deref,88,false_positive,SkRefCnt_ref|SkRefCnt_release|SkRefCnt_unique|SkRefCnt_unref,false_positive,P0,tracked,void deref() const { this->unref(); },Suppress or map false-positive C++ convenience/special-member row.,refcount internals are already represented through type-specific ref/unref APIs; no standalone binding
include/core,include/core/SkRegion.h,SkRegion,toString,138,na,SkRegion_computeRegionComplexity|SkRegion_contains|SkRegion_containsIRect|SkRegion_containsRegion|SkRegion_delete|SkRegion_equals|SkRegion_getBoundaryPath|SkRegion_getBounds,na,P3,tracked,char* toString();,Add/keep guard-aware NA classification outside coverage numerator.,Phase C 2026-05-06 rechecked upstream header; API is guarded by SK_BUILD_FOR_ANDROID_FRAMEWORK and is not available in current default Reskia build
include/core,include/core/SkString.h,SkString,operator[],77,false_positive,SkString_append|SkString_appendHex|SkString_appendS32|SkString_appendS64|SkString_appendScalar|SkString_appendString|SkString_appendStringView|SkString_appendTextWithLength,false_positive,P0,tracked,char operator[](size_t n) const { return this->c_str()[n]; },Suppress or map false-positive C++ convenience/special-member row.,operator convenience is covered by set/append/dataMutable style C APIs or should not be exposed as operator syntax
include/core,include/core/SkString.h,SkString,operator[],77,false_positive,SkString_append|SkString_appendHex|SkString_appendS32|SkString_appendS64|SkString_appendScalar|SkString_appendString|SkString_appendStringView|SkString_appendTextWithLength,false_positive,P0,tracked,char& operator[](size_t n) { return this->data()[n]; },Suppress or map false-positive C++ convenience/special-member row.,operator convenience is covered by set/append/dataMutable style C APIs or should not be exposed as operator syntax
include/core,include/core/SkString.h,SkString,operator+=,77,false_positive,SkString_append|SkString_appendHex|SkString_appendS32|SkString_appendS64|SkString_appendScalar|SkString_appendString|SkString_appendStringView|SkString_appendTextWithLength,false_positive,P0,tracked,SkString& operator+=(const SkString& s) { this->append(s); return *this; },Suppress or map false-positive C++ convenience/special-member row.,operator convenience is covered by set/append/dataMutable style C APIs or should not be exposed as operator syntax
include/core,include/core/SkString.h,SkString,operator+=,77,false_positive,SkString_append|SkString_appendHex|SkString_appendS32|SkString_appendS64|SkString_appendScalar|SkString_appendString|SkString_appendStringView|SkString_appendTextWithLength,false_positive,P0,tracked,SkString& operator+=(const char text[]) { this->append(text); return *this; },Suppress or map false-positive C++ convenience/special-member row.,operator convenience is covered by set/append/dataMutable style C APIs or should not be exposed as operator syntax
include/core,include/core/SkString.h,SkString,operator+=,77,false_positive,SkString_append|SkString_appendHex|SkString_appendS32|SkString_appendS64|SkString_appendScalar|SkString_appendString|SkString_appendStringView|SkString_appendTextWithLength,false_positive,P0,tracked,"SkString& operator+=(const char c) { this->append(&c, 1); return *this; }",Suppress or map false-positive C++ convenience/special-member row.,operator convenience is covered by set/append/dataMutable style C APIs or should not be exposed as operator syntax
include/core,include/core/SkStrokeRec.h,SkStrokeRec,SkStrokeRec,15,false_positive,SkStrokeRec_GetInflationRadius|SkStrokeRec_GetInflationRadiusWithJoinMiterCapAndStrokeWidth|SkStrokeRec_applyToPaint|SkStrokeRec_applyToPath|SkStrokeRec_delete|SkStrokeRec_getCap|SkStrokeRec_getInflationRadius|SkStrokeRec_getJoin,false_positive,P0,tracked,SkStrokeRec(InitStyle style);,Suppress or map false-positive C++ convenience/special-member row.,constructors are covered by SkStrokeRec_static* factory-style C APIs
include/core,include/core/SkStrokeRec.h,SkStrokeRec,SkStrokeRec,15,false_positive,SkStrokeRec_GetInflationRadius|SkStrokeRec_GetInflationRadiusWithJoinMiterCapAndStrokeWidth|SkStrokeRec_applyToPaint|SkStrokeRec_applyToPath|SkStrokeRec_delete|SkStrokeRec_getCap|SkStrokeRec_getInflationRadius|SkStrokeRec_getJoin,false_positive,P0,tracked,"SkStrokeRec(const SkPaint&, SkPaint::Style, SkScalar resScale = 1);",Suppress or map false-positive C++ convenience/special-member row.,constructors are covered by SkStrokeRec_static* factory-style C APIs
include/core,include/core/SkStrokeRec.h,SkStrokeRec,SkStrokeRec,15,false_positive,SkStrokeRec_GetInflationRadius|SkStrokeRec_GetInflationRadiusWithJoinMiterCapAndStrokeWidth|SkStrokeRec_applyToPaint|SkStrokeRec_applyToPath|SkStrokeRec_delete|SkStrokeRec_getCap|SkStrokeRec_getInflationRadius|SkStrokeRec_getJoin,false_positive,P0,tracked,"explicit SkStrokeRec(const SkPaint&, SkScalar resScale = 1);",Suppress or map false-positive C++ convenience/special-member row.,constructors are covered by SkStrokeRec_static* factory-style C APIs
include/effects,include/effects/SkBlurMaskFilter.h,SkBlurMaskFilter,MakeEmboss,11,na,,na,P3,tracked,"static sk_sp<SkMaskFilter> MakeEmboss(SkScalar blurSigma, const SkScalar direction[3], SkScalar ambient, SkScalar specular);",Add/keep guard-aware NA classification outside coverage numerator.,legacy factory guarded by SK_SUPPORT_LEGACY_EMBOSSMASKFILTER; not available in the current default build unless that macro is enabled
include/effects,include/effects/SkLayerDrawLooper.h,SkLayerDrawLooper,~SkLayerDrawLooper,13,false_positive,,false_positive,P0,tracked,~SkLayerDrawLooper() override;,Suppress or map false-positive C++ convenience/special-member row.,destructor is already represented by release/delete/unref conventions or is not public construction surface
include/effects,include/effects/SkRuntimeEffect.h,SkRuntimeEffect,~SkRuntimeEffect,217,false_positive,SkRuntimeEffect_MakeForBlender|SkRuntimeEffect_MakeForBlenderDefault|SkRuntimeEffect_MakeForColorFilter|SkRuntimeEffect_MakeForColorFilterDefault|SkRuntimeEffect_MakeForShader|SkRuntimeEffect_MakeForShaderDefault|SkRuntimeEffect_MakeTraced|SkRuntimeEffect_RegisterFlattenables,false_positive,P0,tracked,~SkRuntimeEffect() override;,Suppress or map false-positive C++ convenience/special-member row.,destructor is already represented by release/delete/unref conventions or is not public construction surface
include/gpu,include/gpu/GrBackendSemaphore.h,GrBackendSemaphore,~GrBackendSemaphore,21,false_positive,,false_positive,P0,tracked,~GrBackendSemaphore();,Suppress or map false-positive C++ convenience/special-member row.,"destructor/lifetime should be represented by wrapper release/delete API, not direct method binding"
include/gpu,include/gpu/GrContextThreadSafeProxy.h,GrContextThreadSafeProxy,~GrContextThreadSafeProxy,24,false_positive,GrContextThreadSafeProxy_compressedBackendFormat|GrContextThreadSafeProxy_defaultBackendFormat|GrContextThreadSafeProxy_equals|GrContextThreadSafeProxy_isValid|GrContextThreadSafeProxy_maxSurfaceSampleCountForColorType|GrContextThreadSafeProxy_notEquals|GrContextThreadSafeProxy_release,false_positive,P0,tracked,~GrContextThreadSafeProxy();,Suppress or map false-positive C++ convenience/special-member row.,"destructor/lifetime should be represented by wrapper release/delete API, not direct method binding"
include/gpu,include/gpu/GrDriverBugWorkarounds.h,GrDriverBugWorkarounds,~GrDriverBugWorkarounds,20,false_positive,,false_positive,P0,tracked,~GrDriverBugWorkarounds();,Suppress or map false-positive C++ convenience/special-member row.,"destructor/lifetime should be represented by wrapper release/delete API, not direct method binding"
include/gpu,include/gpu/GrRecordingContext.h,GrRecordingContext,~GrRecordingContext,34,false_positive,GrRecordingContext_abandoned|GrRecordingContext_colorTypeSupportedAsImage|GrRecordingContext_colorTypeSupportedAsSurface|GrRecordingContext_maxRenderTargetSize|GrRecordingContext_maxSurfaceSampleCountForColorType|GrRecordingContext_maxTextureSize|GrRecordingContext_supportsProtectedContent,false_positive,P0,tracked,~GrRecordingContext() override;,Suppress or map false-positive C++ convenience/special-member row.,"destructor/lifetime should be represented by wrapper release/delete API, not direct method binding"
include/gpu,include/gpu/ShaderErrorHandler.h,ShaderErrorHandler,~ShaderErrorHandler,8,false_positive,,false_positive,P0,tracked,virtual ~ShaderErrorHandler() = default;,Suppress or map false-positive C++ convenience/special-member row.,"destructor/lifetime should be represented by wrapper release/delete API, not direct method binding"
include/gpu,include/gpu/d3d/GrD3DTypes.h,GrD3DAlloc,~GrD3DAlloc,106,false_positive,,false_positive,P0,tracked,~GrD3DAlloc() override = default;,Suppress or map false-positive C++ convenience/special-member row.,"destructor/lifetime should be represented by wrapper release/delete API, not direct method binding"
include/gpu,include/gpu/ganesh/GrExternalTextureGenerator.h,GrExternalTexture,~GrExternalTexture,17,false_positive,,false_positive,P0,tracked,virtual ~GrExternalTexture() = default;,Suppress or map false-positive C++ convenience/special-member row.,"destructor/lifetime should be represented by wrapper release/delete API, not direct method binding"
include/gpu,include/gpu/graphite/BackendSemaphore.h,BackendSemaphore,~BackendSemaphore,15,false_positive,,false_positive,P0,tracked,~BackendSemaphore();,Suppress or map false-positive C++ convenience/special-member row.,"destructor/lifetime should be represented by wrapper release/delete API, not direct method binding"
include/gpu,include/gpu/graphite/BackendTexture.h,BackendTexture,~BackendTexture,26,false_positive,GrBackendTexture_asHandle|GrBackendTexture_backend|GrBackendTexture_delete|GrBackendTexture_getBackendFormat|GrBackendTexture_hasMipMaps|GrBackendTexture_hasMipmaps|GrBackendTexture_height|GrBackendTexture_isProtected,false_positive,P0,tracked,~BackendTexture();,Suppress or map false-positive C++ convenience/special-member row.,"destructor/lifetime should be represented by wrapper release/delete API, not direct method binding"
include/gpu,include/gpu/graphite/Context.h,Context,~Context,35,false_positive,GrContextThreadSafeProxy_compressedBackendFormat|GrContextThreadSafeProxy_defaultBackendFormat|GrContextThreadSafeProxy_equals|GrContextThreadSafeProxy_isValid|GrContextThreadSafeProxy_maxSurfaceSampleCountForColorType|GrContextThreadSafeProxy_notEquals|GrContextThreadSafeProxy_release|GrDirectContextID_delete,false_positive,P0,tracked,~Context();,Suppress or map false-positive C++ convenience/special-member row.,"destructor/lifetime should be represented by wrapper release/delete API, not direct method binding"
include/gpu,include/gpu/graphite/Recorder.h,RecorderOptions,~RecorderOptions,54,false_positive,,false_positive,P0,tracked,~RecorderOptions();,Suppress or map false-positive C++ convenience/special-member row.,"destructor/lifetime should be represented by wrapper release/delete API, not direct method binding"
include/gpu,include/gpu/graphite/Recorder.h,Recorder,~Recorder,66,false_positive,Reskia_GraphiteContext_MakeRecorder|Reskia_GraphiteRecorder_Release|SkImage_makeColorSpaceWithRecorder|SkImage_makeColorTypeAndColorSpaceWithRecorder|SkImage_makeSubsetWithRecorder|SkPictureRecorder_beginRecording|SkPictureRecorder_beginRecordingWithBoundsAndFactory|SkPictureRecorder_beginRecordingWithSizeAndFactory,false_positive,P0,tracked,~Recorder();,Suppress or map false-positive C++ convenience/special-member row.,"destructor/lifetime should be represented by wrapper release/delete API, not direct method binding"
include/gpu,include/gpu/graphite/Recording.h,Recording,~Recording,25,false_positive,GrRecordingContext_abandoned|GrRecordingContext_colorTypeSupportedAsImage|GrRecordingContext_colorTypeSupportedAsSurface|GrRecordingContext_maxRenderTargetSize|GrRecordingContext_maxSurfaceSampleCountForColorType|GrRecordingContext_maxTextureSize|GrRecordingContext_supportsProtectedContent|Reskia_GraphiteContext_InsertRecordingAndSubmit,false_positive,P0,tracked,~Recording();,Suppress or map false-positive C++ convenience/special-member row.,"destructor/lifetime should be represented by wrapper release/delete API, not direct method binding"
include/gpu,include/gpu/graphite/TextureInfo.h,TextureInfo,~TextureInfo,20,false_positive,,false_positive,P0,tracked,~TextureInfo() {},Suppress or map false-positive C++ convenience/special-member row.,"destructor/lifetime should be represented by wrapper release/delete API, not direct method binding"
include/gpu,include/gpu/mtl/MtlMemoryAllocator.h,MtlAlloc,~MtlAlloc,12,false_positive,,false_positive,P0,tracked,~MtlAlloc() override = default;,Suppress or map false-positive C++ convenience/special-member row.,"destructor/lifetime should be represented by wrapper release/delete API, not direct method binding"
modules/skottie,modules/skottie/include/Skottie.h,Animation,~Animation,142,false_positive,Skottie_Animation_Make|Skottie_Animation_MakeFromFile|Skottie_Animation_duration|Skottie_Animation_fps|Skottie_Animation_height|Skottie_Animation_inPoint|Skottie_Animation_outPoint|Skottie_Animation_ref,false_positive,P0,tracked,~Animation();,Suppress or map false-positive C++ convenience/special-member row.,destructor/lifetime should be represented by wrapper release/delete API
modules/skottie,modules/skottie/include/SkottieProperty.h,TransformPropertyValue,operator==,90,false_positive,,false_positive,P0,tracked,bool operator==(const TransformPropertyValue& other) const;,Suppress or map false-positive C++ convenience/special-member row.,C++ operator convenience should not be exposed directly; add named helper only if needed
modules/skottie,modules/skottie/include/SkottieProperty.h,TransformPropertyValue,operator!=,90,false_positive,,false_positive,P0,tracked,bool operator!=(const TransformPropertyValue& other) const;,Suppress or map false-positive C++ convenience/special-member row.,C++ operator convenience should not be exposed directly; add named helper only if needed
modules/skottie,modules/skottie/include/SlotManager.h,SlotManager,~SlotManager,35,false_positive,SlotManager_getColorSlot|SlotManager_getImageSlot|SlotManager_getScalarSlot|SlotManager_getSlotInfo|SlotManager_getTextSlot|SlotManager_getVec2Slot|SlotManager_ref|SlotManager_release,false_positive,P0,tracked,~SlotManager() override;,Suppress or map false-positive C++ convenience/special-member row.,destructor/lifetime should be represented by wrapper release/delete API
modules/skparagraph,modules/skparagraph/include/ParagraphPainter.h,ParagraphPainter,~ParagraphPainter,40,false_positive,,false_positive,P0,tracked,virtual ~ParagraphPainter() = default;,Suppress or map false-positive C++ convenience/special-member row.,destructor/lifetime should be represented by wrapper release/delete API
modules/skparagraph,modules/skparagraph/include/TextShadow.h,TextShadow,operator!=,10,false_positive,SkParagraph_TextShadow_Make|SkParagraph_TextShadow_equals|SkParagraph_TextShadow_hasShadow,false_positive,P0,tracked,bool operator!=(const TextShadow& other) const;,Suppress or map false-positive C++ convenience/special-member row.,C++ operator convenience should not be exposed directly; add named helper only if a concrete need appears
modules/skparagraph,modules/skparagraph/include/TextStyle.h,Decoration,operator==,67,false_positive,SkParagraph_TextStyle_getDecorationColor|SkParagraph_TextStyle_getDecorationMode|SkParagraph_TextStyle_getDecorationStyle|SkParagraph_TextStyle_getDecorationThicknessMultiplier|SkParagraph_TextStyle_getDecorationType|SkParagraph_TextStyle_setDecoration|SkParagraph_TextStyle_setDecorationColor|SkParagraph_TextStyle_setDecorationMode,false_positive,P0,tracked,bool operator==(const Decoration& other) const { return this->fType == other.fType && this->fMode == other.fMode && this->fColor == other.fColor && this->fStyle == other.fStyle && this->fThicknessMultiplier == other.fThicknessMultiplier; },Suppress or map false-positive C++ convenience/special-member row.,C++ operator convenience should not be exposed directly; add named helper only if a concrete need appears
modules/skparagraph,modules/skparagraph/include/TextStyle.h,FontFeature,FontFeature,112,false_positive,SkParagraph_TextStyle_addFontFeature|SkParagraph_TextStyle_getFontFeatureNumber|SkParagraph_TextStyle_getFontFeatures|SkParagraph_TextStyle_resetFontFeatures,false_positive,P0,tracked,"FontFeature(SkString name, int value) : fName(std::move(name)), fValue(value) {}",Suppress or map false-positive C++ convenience/special-member row.,Implemented as C value-struct Make/add helper; coverage generator still reports C++ constructor rows as missing.
modules/skparagraph,modules/skparagraph/include/TextStyle.h,FontFeature,operator==,112,false_positive,SkParagraph_TextStyle_addFontFeature|SkParagraph_TextStyle_getFontFeatureNumber|SkParagraph_TextStyle_getFontFeatures|SkParagraph_TextStyle_resetFontFeatures,false_positive,P0,tracked,bool operator==(const FontFeature& that) const { return fName == that.fName && fValue == that.fValue; },Suppress or map false-positive C++ convenience/special-member row.,C++ operator convenience should not be exposed directly; add named helper only if a concrete need appears
modules/skparagraph,modules/skparagraph/include/TypefaceFontProvider.h,TypefaceFontStyleSet,TypefaceFontStyleSet,17,false_positive,SkParagraph_TypefaceFontStyleSet_appendTypeface|SkParagraph_TypefaceFontStyleSet_getAlias|SkParagraph_TypefaceFontStyleSet_getFamilyName,false_positive,P0,tracked,explicit TypefaceFontStyleSet(const SkString& familyName);,Suppress or map false-positive C++ convenience/special-member row.,Instances are obtained from TypefaceFontProvider_onMatchFamily; standalone constructor is not exposed as an independent C ABI owner.
modules/skparagraph,modules/skparagraph/include/TypefaceFontProvider.h,TypefaceFontStyleSet,count,17,false_positive,SkParagraph_TypefaceFontStyleSet_appendTypeface|SkParagraph_TypefaceFontStyleSet_getAlias|SkParagraph_TypefaceFontStyleSet_getFamilyName,false_positive,P0,tracked,int count() override;,Suppress or map false-positive C++ convenience/special-member row.,Covered by generic SkFontStyleSet C API for the returned style-set handle.
modules/skparagraph,modules/skparagraph/include/TypefaceFontProvider.h,TypefaceFontStyleSet,getStyle,17,false_positive,SkParagraph_TypefaceFontStyleSet_appendTypeface|SkParagraph_TypefaceFontStyleSet_getAlias|SkParagraph_TypefaceFontStyleSet_getFamilyName,false_positive,P0,tracked,"void getStyle(int index, SkFontStyle*, SkString* name) override;",Suppress or map false-positive C++ convenience/special-member row.,Covered by generic SkFontStyleSet C API for the returned style-set handle.
modules/skparagraph,modules/skparagraph/include/TypefaceFontProvider.h,TypefaceFontStyleSet,createTypeface,17,false_positive,SkParagraph_TypefaceFontStyleSet_appendTypeface|SkParagraph_TypefaceFontStyleSet_getAlias|SkParagraph_TypefaceFontStyleSet_getFamilyName,false_positive,P0,tracked,sk_sp<SkTypeface> createTypeface(int index) override;,Suppress or map false-positive C++ convenience/special-member row.,Covered by generic SkFontStyleSet C API for the returned style-set handle.
modules/skparagraph,modules/skparagraph/include/TypefaceFontProvider.h,TypefaceFontStyleSet,matchStyle,17,false_positive,SkParagraph_TypefaceFontStyleSet_appendTypeface|SkParagraph_TypefaceFontStyleSet_getAlias|SkParagraph_TypefaceFontStyleSet_getFamilyName,false_positive,P0,tracked,sk_sp<SkTypeface> matchStyle(const SkFontStyle& pattern) override;,Suppress or map false-positive C++ convenience/special-member row.,Covered by generic SkFontStyleSet C API for the returned style-set handle.
modules/skplaintexteditor,modules/skplaintexteditor/include/stringslice.h,StringSlice,StringSlice,10,false_positive,,false_positive,P0,generator_polish,StringSlice(StringSlice&&);,Teach generator overload/split-helper matching for matched_capi.,Special member row for editor value type; named C API should be chosen if the editor module is promoted.
modules/skplaintexteditor,modules/skplaintexteditor/include/stringslice.h,StringSlice,StringSlice,10,false_positive,,false_positive,P0,generator_polish,"StringSlice(const StringSlice& that) : StringSlice(that.begin(), that.size()) {}",Teach generator overload/split-helper matching for matched_capi.,Special member row for editor value type; named C API should be chosen if the editor module is promoted.
modules/skplaintexteditor,modules/skplaintexteditor/include/stringslice.h,StringSlice,~StringSlice,10,false_positive,,false_positive,P0,generator_polish,~StringSlice() = default;,Teach generator overload/split-helper matching for matched_capi.,Special member row for editor value type; named C API should be chosen if the editor module is promoted.
modules/sksg,modules/sksg/include/SkSGClipEffect.h,ClipEffect,~ClipEffect,11,false_positive,,false_positive,P0,tracked,~ClipEffect() override;,Suppress or map false-positive C++ convenience/special-member row.,destructor/lifetime should be represented by wrapper release/delete API
modules/sksg,modules/sksg/include/SkSGColorFilter.h,ExternalColorFilter,~ExternalColorFilter,33,false_positive,,false_positive,P0,tracked,~ExternalColorFilter() override;,Suppress or map false-positive C++ convenience/special-member row.,destructor/lifetime should be represented by wrapper release/delete API
modules/sksg,modules/sksg/include/SkSGColorFilter.h,ModeColorFilter,~ModeColorFilter,53,false_positive,,false_positive,P0,tracked,~ModeColorFilter() override;,Suppress or map false-positive C++ convenience/special-member row.,destructor/lifetime should be represented by wrapper release/delete API
modules/sksg,modules/sksg/include/SkSGColorFilter.h,GradientColorFilter,~GradientColorFilter,74,false_positive,,false_positive,P0,tracked,~GradientColorFilter() override;,Suppress or map false-positive C++ convenience/special-member row.,destructor/lifetime should be represented by wrapper release/delete API
modules/sksg,modules/sksg/include/SkSGGeometryEffect.h,GeometryTransform,~GeometryTransform,58,false_positive,,false_positive,P0,tracked,~GeometryTransform() override;,Suppress or map false-positive C++ convenience/special-member row.,destructor/lifetime should be represented by wrapper release/delete API
modules/sksg,modules/sksg/include/SkSGMaskEffect.h,MaskEffect,~MaskEffect,16,false_positive,,false_positive,P0,tracked,~MaskEffect() override;,Suppress or map false-positive C++ convenience/special-member row.,destructor/lifetime should be represented by wrapper release/delete API
modules/sksg,modules/sksg/include/SkSGMerge.h,Merge,~Merge,31,false_positive,SkImageFilters_Merge|SkImageFilters_MergeTwo,false_positive,P0,tracked,~Merge() override;,Suppress or map false-positive C++ convenience/special-member row.,destructor/lifetime should be represented by wrapper release/delete API
modules/sksg,modules/sksg/include/SkSGPaint.h,ShaderPaint,~ShaderPaint,69,false_positive,,false_positive,P0,tracked,~ShaderPaint() override;,Suppress or map false-positive C++ convenience/special-member row.,destructor/lifetime should be represented by wrapper release/delete API
