file,status,phase,owner,note
skia/static/static_sk_file_stream.h,todo,,,
skia/static/static_sk_flattenable-internal.h,todo,,,
skia/static/static_sk_flattenable.cpp,todo,,,
skia/static/static_sk_flattenable.h,todo,,,
skia/static/static_sk_flattenable_factory-internal.h,todo,,,
skia/static/static_sk_flattenable_factory.cpp,todo,,,
skia/static/static_sk_flattenable_factory.h,todo,,,
skia/static/static_sk_font-internal.h,todo,,,
skia/static/static_sk_font.cpp,todo,,,
skia/static/static_sk_font.h,todo,,,
skia/static/static_sk_font_arguments-internal.h,todo,,,
skia/static/static_sk_font_arguments.cpp,todo,,,
skia/static/static_sk_font_arguments.h,todo,,,
skia/static/static_sk_font_arguments_palette-internal.h,todo,,,
skia/static/static_sk_font_arguments_palette.cpp,todo,,,
skia/static/static_sk_font_arguments_palette.h,todo,,,
skia/static/static_sk_font_arguments_variation_position-internal.h,todo,,,
skia/static/static_sk_font_arguments_variation_position.cpp,todo,,,
skia/static/static_sk_font_arguments_variation_position.h,todo,,,
skia/static/static_sk_font_mgr-internal.h,todo,,,
skia/static/static_sk_font_mgr.cpp,todo,,,
skia/static/static_sk_font_mgr.h,todo,,,
skia/static/static_sk_font_style-internal.h,todo,,,
skia/static/static_sk_font_style.cpp,todo,,,
skia/static/static_sk_font_style.h,todo,,,
skia/static/static_sk_font_style_set-internal.h,todo,,,
skia/static/static_sk_font_style_set.cpp,todo,,,
skia/static/static_sk_font_style_set.h,todo,,,
skia/static/static_sk_i_point-internal.h,todo,,,
skia/static/static_sk_i_point.cpp,todo,,,
skia/static/static_sk_i_point.h,todo,,,
skia/static/static_sk_i_rect-internal.h,todo,,,
skia/static/static_sk_i_rect.cpp,todo,,,
skia/static/static_sk_i_rect.h,todo,,,
skia/static/static_sk_i_size-internal.h,todo,,,
skia/static/static_sk_i_size.cpp,todo,,,
skia/static/static_sk_i_size.h,todo,,,
skia/static/static_sk_id_change_listener-internal.h,todo,,,
skia/static/static_sk_id_change_listener.cpp,todo,,,
skia/static/static_sk_id_change_listener.h,todo,,,
skia/static/static_sk_image-internal.h,todo,,,
skia/static/static_sk_image.cpp,todo,,,
skia/static/static_sk_image.h,todo,,,
skia/static/static_sk_image_filter-internal.h,todo,,,
skia/static/static_sk_image_filter.cpp,todo,,,
skia/static/static_sk_image_filter.h,todo,,,
skia/static/static_sk_image_generator-internal.h,todo,,,
skia/static/static_sk_image_generator.cpp,todo,,,
skia/static/static_sk_image_generator.h,todo,,,
skia/static/static_sk_image_info-internal.h,todo,,,
skia/static/static_sk_image_info.cpp,todo,,,
skia/static/static_sk_image_info.h,todo,,,
skia/static/static_sk_image_read_pixels_callback-internal.h,todo,,,
skia/static/static_sk_image_read_pixels_callback.cpp,todo,,,
skia/static/static_sk_image_read_pixels_callback.h,todo,,,
skia/static/static_sk_image_required_properties-internal.h,todo,,,
skia/static/static_sk_image_required_properties.cpp,todo,,,
skia/static/static_sk_image_required_properties.h,todo,,,
skia/static/static_sk_m_44-internal.h,todo,,,
skia/static/static_sk_m_44.cpp,todo,,,
skia/static/static_sk_m_44.h,todo,,,
skia/static/static_sk_mask-internal.h,todo,,,
skia/static/static_sk_mask.cpp,todo,,,
skia/static/static_sk_mask.h,todo,,,
skia/static/static_sk_mask_builder-internal.h,todo,,,
skia/static/static_sk_mask_builder.cpp,todo,,,
skia/static/static_sk_mask_builder.h,todo,,,
skia/static/static_sk_mask_filter-internal.h,todo,,,
skia/static/static_sk_mask_filter.cpp,todo,,,
skia/static/static_sk_mask_filter.h,todo,,,
skia/static/static_sk_matrix-internal.h,todo,,,
skia/static/static_sk_matrix.cpp,todo,,,
skia/static/static_sk_matrix.h,todo,,,
skia/static/static_sk_memory_stream-internal.h,todo,,,
skia/static/static_sk_memory_stream.cpp,todo,,,
skia/static/static_sk_memory_stream.h,todo,,,
skia/static/static_sk_mesh_child_ptr-internal.h,todo,,,
skia/static/static_sk_mesh_child_ptr.cpp,todo,,,
skia/static/static_sk_mesh_child_ptr.h,todo,,,
skia/static/static_sk_mesh_index_buffer-internal.h,todo,,,
skia/static/static_sk_mesh_index_buffer.cpp,todo,,,
skia/static/static_sk_mesh_index_buffer.h,todo,,,
skia/static/static_sk_mesh_result-internal.h,todo,,,
skia/static/static_sk_mesh_result.cpp,todo,,,
skia/static/static_sk_mesh_result.h,todo,,,
skia/static/static_sk_mesh_specification-internal.h,todo,,,
skia/static/static_sk_mesh_specification.cpp,todo,,,
skia/static/static_sk_mesh_specification.h,todo,,,
skia/static/static_sk_mesh_specification_attribute-internal.h,todo,,,
skia/static/static_sk_mesh_specification_attribute.cpp,todo,,,
skia/static/static_sk_mesh_specification_attribute.h,todo,,,
skia/static/static_sk_mesh_specification_result-internal.h,todo,,,
skia/static/static_sk_mesh_specification_result.cpp,todo,,,
skia/static/static_sk_mesh_specification_result.h,todo,,,
skia/static/static_sk_mesh_vertex_buffer-internal.h,todo,,,
skia/static/static_sk_mesh_vertex_buffer.cpp,todo,,,
skia/static/static_sk_mesh_vertex_buffer.h,todo,,,
skia/static/static_sk_paint-internal.h,todo,,,
skia/static/static_sk_paint.cpp,todo,,,
skia/static/static_sk_paint.h,todo,,,
skia/static/static_sk_path-internal.h,todo,,,
skia/static/static_sk_path.cpp,todo,,,
skia/static/static_sk_path.h,todo,,,
skia/static/static_sk_path_effect-internal.h,todo,,,
skia/static/static_sk_path_effect.cpp,todo,,,
skia/static/static_sk_path_effect.h,todo,,,
skia/static/static_sk_picture-internal.h,todo,,,
skia/static/static_sk_picture.cpp,todo,,,
skia/static/static_sk_picture.h,todo,,,
skia/static/static_sk_pixel_ref-internal.h,todo,,,
skia/static/static_sk_pixel_ref.cpp,todo,,,
skia/static/static_sk_pixel_ref.h,todo,,,
skia/static/static_sk_pixmap-internal.h,todo,,,
skia/static/static_sk_pixmap.cpp,todo,,,
skia/static/static_sk_pixmap.h,todo,,,
skia/static/static_sk_point-internal.h,todo,,,
skia/static/static_sk_point.cpp,todo,,,
skia/static/static_sk_point.h,todo,,,
skia/static/static_sk_point_3-internal.h,todo,,,
skia/static/static_sk_point_3.cpp,todo,,,
skia/static/static_sk_point_3.h,todo,,,
skia/static/static_sk_point_two-internal.h,todo,,,
skia/static/static_sk_point_two.cpp,todo,,,
skia/static/static_sk_point_two.h,todo,,,
skia/static/static_sk_r_rect-internal.h,todo,,,
skia/static/static_sk_r_rect.cpp,todo,,,
skia/static/static_sk_r_rect.h,todo,,,
skia/static/static_sk_rect-internal.h,todo,,,
skia/static/static_sk_rect.cpp,todo,,,
skia/static/static_sk_rect.h,todo,,,
skia/static/static_sk_rsx_form-internal.h,todo,,,
skia/static/static_sk_rsx_form.cpp,todo,,,
skia/static/static_sk_rsx_form.h,todo,,,
skia/static/static_sk_runtime_effect-internal.h,todo,,,
skia/static/static_sk_runtime_effect.cpp,todo,,,
skia/static/static_sk_runtime_effect.h,todo,,,
skia/static/static_sk_runtime_effect_builder_builder_child-internal.h,todo,,,
skia/static/static_sk_runtime_effect_builder_builder_child.cpp,todo,,,
skia/static/static_sk_runtime_effect_builder_builder_child.h,todo,,,
skia/static/static_sk_runtime_effect_builder_builder_uniform-internal.h,todo,,,
skia/static/static_sk_runtime_effect_builder_builder_uniform.cpp,todo,,,
skia/static/static_sk_runtime_effect_builder_builder_uniform.h,todo,,,
skia/static/static_sk_runtime_effect_child-internal.h,todo,,,
skia/static/static_sk_runtime_effect_child.cpp,todo,,,
skia/static/static_sk_runtime_effect_child.h,todo,,,
skia/static/static_sk_runtime_effect_child_ptr-internal.h,todo,,,
skia/static/static_sk_runtime_effect_child_ptr.cpp,todo,,,
skia/static/static_sk_runtime_effect_child_ptr.h,todo,,,
skia/static/static_sk_runtime_effect_result-internal.h,todo,,,
skia/static/static_sk_runtime_effect_result.cpp,todo,,,
skia/static/static_sk_runtime_effect_result.h,todo,,,
skia/static/static_sk_runtime_effect_traced_shader-internal.h,todo,,,
skia/static/static_sk_runtime_effect_traced_shader.cpp,todo,,,
skia/static/static_sk_runtime_effect_traced_shader.h,todo,,,
skia/static/static_sk_runtime_effect_uniform-internal.h,todo,,,
skia/static/static_sk_runtime_effect_uniform.cpp,todo,,,
skia/static/static_sk_runtime_effect_uniform.h,todo,,,
skia/static/static_sk_sampling_options-internal.h,todo,,,
skia/static/static_sk_sampling_options.cpp,todo,,,
skia/static/static_sk_sampling_options.h,todo,,,
skia/static/static_sk_shader-internal.h,todo,,,
skia/static/static_sk_shader.cpp,todo,,,
skia/static/static_sk_shader.h,todo,,,
skia/static/static_sk_size_t-internal.h,todo,,,
skia/static/static_sk_size_t.cpp,todo,,,
skia/static/static_sk_size_t.h,todo,,,
skia/static/static_sk_stream-internal.h,todo,,,
skia/static/static_sk_stream.cpp,todo,,,
skia/static/static_sk_stream.h,todo,,,
skia/static/static_sk_stream_asset-internal.h,todo,,,
skia/static/static_sk_stream_asset.cpp,todo,,,
skia/static/static_sk_stream_asset.h,todo,,,
skia/static/static_sk_stream_memory-internal.h,todo,,,
skia/static/static_sk_stream_memory.cpp,todo,,,
skia/static/static_sk_stream_memory.h,todo,,,
skia/static/static_sk_stream_rewindable-internal.h,todo,,,
skia/static/static_sk_stream_rewindable.cpp,todo,,,
skia/static/static_sk_stream_rewindable.h,todo,,,
skia/static/static_sk_stream_seekable-internal.h,todo,,,
skia/static/static_sk_stream_seekable.cpp,todo,,,
skia/static/static_sk_stream_seekable.h,todo,,,
skia/static/static_sk_string-internal.h,todo,,,
skia/static/static_sk_string.cpp,todo,,,
skia/static/static_sk_string.h,todo,,,
skia/static/static_sk_stroke_rec-internal.h,todo,,,
skia/static/static_sk_stroke_rec.cpp,todo,,,
skia/static/static_sk_stroke_rec.h,todo,,,
skia/static/static_sk_surface-internal.h,todo,,,
skia/static/static_sk_surface.cpp,todo,,,
skia/static/static_sk_surface.h,todo,,,
skia/static/static_sk_surface_props-internal.h,todo,,,
skia/static/static_sk_surface_props.cpp,todo,,,
skia/static/static_sk_surface_props.h,todo,,,
skia/static/static_sk_text_blob-internal.h,todo,,,
skia/static/static_sk_text_blob.cpp,todo,,,
skia/static/static_sk_text_blob.h,todo,,,
skia/static/static_sk_typeface-internal.h,todo,,,
skia/static/static_sk_typeface.cpp,todo,,,
skia/static/static_sk_typeface.h,todo,,,
skia/static/static_sk_v2-internal.h,todo,,,
skia/static/static_sk_v2.cpp,todo,,,
skia/static/static_sk_v2.h,todo,,,
skia/static/static_sk_v3-internal.h,todo,,,
skia/static/static_sk_v3.cpp,todo,,,
skia/static/static_sk_v3.h,todo,,,
skia/static/static_sk_v4-internal.h,todo,,,
skia/static/static_sk_v4.cpp,todo,,,
skia/static/static_sk_v4.h,todo,,,
skia/static/static_sk_vertices-internal.h,todo,,,
skia/static/static_sk_vertices.cpp,todo,,,
skia/static/static_sk_vertices.h,todo,,,
skia/static/static_sk_yuva_info-internal.h,todo,,,
skia/static/static_sk_yuva_info.cpp,todo,,,
skia/static/static_sk_yuva_info.h,todo,,,
skia/static/static_sk_yuva_pixmap_info-internal.h,todo,,,
skia/static/static_sk_yuva_pixmap_info.cpp,todo,,,
skia/static/static_sk_yuva_pixmap_info.h,todo,,,
skia/static/static_sk_yuva_pixmaps-internal.h,todo,,,
skia/static/static_sk_yuva_pixmaps.cpp,todo,,,
skia/static/static_sk_yuva_pixmaps.h,todo,,,
skia/static/static_std_chrono_milliseconds-internal.h,todo,,,
skia/static/static_std_chrono_milliseconds.cpp,todo,,,
skia/static/static_std_chrono_milliseconds.h,todo,,,
skia/static/static_std_function_void_void-internal.h,todo,,,
skia/static/static_std_function_void_void.cpp,todo,,,
skia/static/static_std_function_void_void.h,todo,,,
skia/static/static_std_string_view-internal.h,todo,,,
skia/static/static_std_string_view.cpp,todo,,,
skia/static/static_std_string_view.h,todo,,,
skia/static/static_std_tuple_int_int-internal.h,todo,,,
skia/static/static_std_tuple_int_int.cpp,todo,,,
skia/static/static_std_tuple_int_int.h,todo,,,
skia/static/static_std_tuple_int_sk_yuva_pixmap_info_data_type-internal.h,todo,,,
skia/static/static_std_tuple_int_sk_yuva_pixmap_info_data_type.cpp,todo,,,
skia/static/static_std_tuple_int_sk_yuva_pixmap_info_data_type.h,todo,,,
skia/static/static_std_tuple_sk_image_sk_codec_result-internal.h,todo,,,
skia/static/static_std_tuple_sk_image_sk_codec_result.cpp,todo,,,
skia/static/static_std_tuple_sk_image_sk_codec_result.h,todo,,,
skia/static/static_std_vector_int_ptr-internal.h,todo,,,
skia/static/static_std_vector_int_ptr.cpp,todo,,,
skia/static/static_std_vector_int_ptr.h,todo,,,
skia/static/static_std_vector_sk_codec_frame_info-internal.h,todo,,,
skia/static/static_std_vector_sk_codec_frame_info.cpp,todo,,,
skia/static/static_std_vector_sk_codec_frame_info.h,todo,,,
skia/static/static_std_vector_sk_scalar-internal.h,todo,,,
skia/static/static_std_vector_sk_scalar.cpp,todo,,,
skia/static/static_std_vector_sk_scalar.h,todo,,,
