area,header,class,method,method_line,method_status,matched_capi,triage,priority,residual_kind,signature,generator_action,note
include/gpu,include/gpu/GrDirectContext.h,GrDirectContext,MakeDirect3D,54,missing,GrDirectContext_abandonContext|GrDirectContext_abandoned|GrDirectContext_checkAsyncWorkCompletion|GrDirectContext_createBackendTexture|GrDirectContext_createBackendTextureFromPixmap|GrDirectContext_createBackendTextureFromPixmapTopLeft|GrDirectContext_createBackendTextureFromPixmaps|GrDirectContext_createBackendTextureFromPixmapsTopLeft,na,P3,tracked,"static sk_sp<GrDirectContext> MakeDirect3D(const GrD3DBackendContext&, const GrContextOptions&);",Phase 11D GPU platform override,Direct3D context factory is unsupported by current Reskia build targets
include/gpu,include/gpu/GrDirectContext.h,GrDirectContext,MakeDirect3D,54,missing,GrDirectContext_abandonContext|GrDirectContext_abandoned|GrDirectContext_checkAsyncWorkCompletion|GrDirectContext_createBackendTexture|GrDirectContext_createBackendTextureFromPixmap|GrDirectContext_createBackendTextureFromPixmapTopLeft|GrDirectContext_createBackendTextureFromPixmaps|GrDirectContext_createBackendTextureFromPixmapsTopLeft,na,P3,tracked,static sk_sp<GrDirectContext> MakeDirect3D(const GrD3DBackendContext&);,Phase 11D GPU platform override,Direct3D context factory is unsupported by current Reskia build targets
include/gpu,include/gpu/d3d/GrD3DTypes.h,GrD3DMemoryAllocator,createResource,111,missing,,na,P3,tracked,"virtual gr_cp<ID3D12Resource> createResource(D3D12_HEAP_TYPE, const D3D12_RESOURCE_DESC*, D3D12_RESOURCE_STATES initialResourceState, sk_sp<GrD3DAlloc>* allocation, const D3D12_CLEAR_VALUE*) = 0;",Phase 11D GPU platform override,Direct3D allocator interface is platform-specific and unsupported by current Reskia build targets
include/gpu,include/gpu/d3d/GrD3DTypes.h,GrD3DMemoryAllocator,createAliasingResource,111,missing,,na,P3,tracked,"virtual gr_cp<ID3D12Resource> createAliasingResource(sk_sp<GrD3DAlloc>& allocation, uint64_t localOffset, const D3D12_RESOURCE_DESC*, D3D12_RESOURCE_STATES initialResourceState, const D3D12_CLEAR_VALUE*) = 0;",Phase 11D GPU platform override,Direct3D allocator interface is platform-specific and unsupported by current Reskia build targets
include/gpu,include/gpu/d3d/GrD3DTypes.h,GrD3DTextureResourceInfo,GrD3DTextureResourceInfo,127,missing,,na,P3,tracked,GrD3DTextureResourceInfo() = default;,Phase 11D GPU platform override,Direct3D resource info value is unsupported by current Reskia build targets
include/gpu,include/gpu/d3d/GrD3DTypes.h,GrD3DTextureResourceInfo,GrD3DTextureResourceInfo,127,missing,,na,P3,tracked,"GrD3DTextureResourceInfo(ID3D12Resource* resource, const sk_sp<GrD3DAlloc> alloc, D3D12_RESOURCE_STATES resourceState, DXGI_FORMAT format, uint32_t sampleCount, uint32_t levelCount, unsigned int sampleQualityLevel, skgpu::Protected isProtec",Phase 11D GPU platform override,Direct3D resource info value is unsupported by current Reskia build targets
include/gpu,include/gpu/d3d/GrD3DTypes.h,GrD3DTextureResourceInfo,GrD3DTextureResourceInfo,127,missing,,na,P3,tracked,"GrD3DTextureResourceInfo(const GrD3DTextureResourceInfo& info, D3D12_RESOURCE_STATES resourceState) : fResource(info.fResource) , fAlloc(info.fAlloc) , fResourceState(resourceState) , fFormat(info.fFormat) , fSampleCount(info.fSampleCount) ",Phase 11D GPU platform override,Direct3D resource info value is unsupported by current Reskia build targets
include/gpu,include/gpu/d3d/GrD3DTypes.h,GrD3DTextureResourceInfo,operator==,127,missing,,na,P3,tracked,"bool operator==(const GrD3DTextureResourceInfo& that) const { return fResource == that.fResource && fResourceState == that.fResourceState && fFormat == that.fFormat && fSampleCount == that.fSampleCount && fLevelCount == that.fLevelCount && ",Phase 11D GPU platform override,Direct3D resource info value is unsupported by current Reskia build targets
include/gpu,include/gpu/d3d/GrD3DTypes.h,GrD3DFenceInfo,GrD3DFenceInfo,176,missing,,na,P3,tracked,"GrD3DFenceInfo() : fFence(nullptr) , fValue(0) { }",Phase 11D GPU platform override,Direct3D fence info value is unsupported by current Reskia build targets
include/gpu,include/gpu/GrDirectContext.h,GrDirectContext,priv,450,missing,GrDirectContext_MakeMetal|GrDirectContext_MakeMock|GrDirectContext_MakeVulkan|GrDirectContext_abandonContext|GrDirectContext_abandoned|GrDirectContext_checkAsyncWorkCompletion|GrDirectContext_createBackendTexture|GrDirectContext_createBackendTextureFromPixmap,na,P3,tracked,GrDirectContextPriv priv();,Phase 11D GPU priv override,priv() exposes GrDirectContextPriv internal control surface; keep out of stable C ABI coverage
include/gpu,include/gpu/GrDirectContext.h,GrDirectContext,priv,450,missing,GrDirectContext_MakeMetal|GrDirectContext_MakeMock|GrDirectContext_MakeVulkan|GrDirectContext_abandonContext|GrDirectContext_abandoned|GrDirectContext_checkAsyncWorkCompletion|GrDirectContext_createBackendTexture|GrDirectContext_createBackendTextureFromPixmap,na,P3,tracked,const GrDirectContextPriv priv() const;,Phase 11D GPU priv override,priv() exposes GrDirectContextPriv internal control surface; keep out of stable C ABI coverage
