area,header,class,method,method_line,method_static,triage,priority,signature,note
modules/svg,modules/svg/include/SkSVGDOM.h,SkSVGDOM,renderNode,33,no,real_gap,P2,"void renderNode(SkCanvas*, SkSVGPresentationContext&, const char* id) const;",Phase 3 partial: SkSVGDOM_renderNodeById exposes default-context helper; full presentation context ABI remains deferred
modules/svg,modules/svg/include/SkSVGDefs.h,SkSVGDefs,Make,6,yes,real_gap,P3,static sk_sp<SkSVGDefs> Make() { return sk_sp<SkSVGDefs>(new SkSVGDefs()); },Phase 3 later: DOM node factory; defer until node ownership/mutation model is designed
modules/svg,modules/svg/include/SkSVGEllipse.h,SkSVGEllipse,Make,9,yes,real_gap,P3,static sk_sp<SkSVGEllipse> Make() { return sk_sp<SkSVGEllipse>(new SkSVGEllipse()); },Phase 3 later: DOM node factory; defer until node ownership/mutation model is designed
modules/svg,modules/svg/include/SkSVGEllipse.h,SkSVGEllipse,SVG_ATTR,9,no,false_positive,P0,"SVG_ATTR(Cx, SkSVGLength, SkSVGLength(0)) SVG_ATTR(Cy, SkSVGLength, SkSVGLength(0)) SVG_ATTR(Rx, SkSVGLength, SkSVGLength(0)) SVG_ATTR(Ry, SkSVGLength, SkSVGLength(0)) protected: bool parseAndSetAttribute(const char*, const char*) override;",SVG_ATTR macro expansion is not a standalone public C ABI method
modules/svg,modules/svg/include/SkSVGEllipse.h,SkSVGEllipse,onDraw,9,no,na,P3,"void onDraw(SkCanvas*, const SkSVGLengthContext&, const SkPaint&, SkPathFillType) const override;",Phase 3 later/internal: virtual render/parser hook should not be exposed before DOM ownership design
modules/svg,modules/svg/include/SkSVGEllipse.h,SkSVGEllipse,onAsPath,9,no,na,P3,SkPath onAsPath(const SkSVGRenderContext&) const override;,Phase 3 later/internal: virtual render/parser hook should not be exposed before DOM ownership design
modules/svg,modules/svg/include/SkSVGFe.h,SkSVGFe,IsFilterEffect,10,yes,real_gap,P3,static bool IsFilterEffect(const sk_sp<SkSVGNode>& node) { switch (node->tag()) { case SkSVGTag::kFeBlend: case SkSVGTag::kFeColorMatrix: case SkSVGTag::kFeComposite: case SkSVGTag::kFeDiffuseLighting: case SkSVGTag::kFeDisplacementMap: cas,Phase 3 later: SVG public helper/value API candidate after SkSVGDOM minimum API
modules/svg,modules/svg/include/SkSVGFe.h,SkSVGFe,makeImageFilter,10,no,na,P3,"sk_sp<SkImageFilter> makeImageFilter(const SkSVGRenderContext& ctx, const SkSVGFilterContext& fctx) const;",Phase 3 later/internal: virtual render/parser hook should not be exposed before DOM ownership design
modules/svg,modules/svg/include/SkSVGFe.h,SkSVGFe,resolveFilterSubregion,10,no,na,P3,"SkRect resolveFilterSubregion(const SkSVGRenderContext&, const SkSVGFilterContext&) const;",Phase 3 later/internal: virtual render/parser hook should not be exposed before DOM ownership design
modules/svg,modules/svg/include/SkSVGFe.h,SkSVGFe,resolveColorspace,10,no,na,P3,"virtual SkSVGColorspace resolveColorspace(const SkSVGRenderContext&, const SkSVGFilterContext&) const;",Phase 3 later/internal: virtual render/parser hook should not be exposed before DOM ownership design
modules/svg,modules/svg/include/SkSVGFe.h,SkSVGFe,applyProperties,10,no,na,P3,void applyProperties(SkSVGRenderContext*) const;,Phase 3 later/internal: virtual render/parser hook should not be exposed before DOM ownership design
modules/svg,modules/svg/include/SkSVGFe.h,SkSVGFe,SVG_ATTR,10,no,false_positive,P0,"SVG_ATTR(In, SkSVGFeInputType, SkSVGFeInputType()) SVG_ATTR(Result, SkSVGStringType, SkSVGStringType()) SVG_OPTIONAL_ATTR(X, SkSVGLength) SVG_OPTIONAL_ATTR(Y, SkSVGLength) SVG_OPTIONAL_ATTR(Width, SkSVGLength) SVG_OPTIONAL_ATTR(Height, SkSV",SVG_ATTR macro expansion is not a standalone public C ABI method
modules/svg,modules/svg/include/SkSVGFe.h,SkSVGFe,onMakeImageFilter,10,no,na,P3,"virtual sk_sp<SkImageFilter> onMakeImageFilter(const SkSVGRenderContext&, const SkSVGFilterContext&) const = 0;",Phase 3 later/internal: virtual render/parser hook should not be exposed before DOM ownership design
modules/svg,modules/svg/include/SkSVGFe.h,SkSVGFe,getInputs,10,no,na,P3,virtual std::vector<SkSVGFeInputType> getInputs() const = 0;,Phase 3 later/internal: virtual render/parser hook should not be exposed before DOM ownership design
modules/svg,modules/svg/include/SkSVGFe.h,SkSVGFe,parseAndSetAttribute,10,no,na,P3,"bool parseAndSetAttribute(const char*, const char*) override;",Phase 3 later/internal: virtual render/parser hook should not be exposed before DOM ownership design
modules/svg,modules/svg/include/SkSVGFeBlend.h,SkSVGFeBlend,Make,15,yes,real_gap,P3,static sk_sp<SkSVGFeBlend> Make() { return sk_sp<SkSVGFeBlend>(new SkSVGFeBlend()); },Phase 3 later: DOM node factory; defer until node ownership/mutation model is designed
modules/svg,modules/svg/include/SkSVGFeBlend.h,SkSVGFeBlend,SVG_ATTR,15,no,false_positive,P0,"SVG_ATTR(Mode, Mode, Mode::kNormal) SVG_ATTR(In2, SkSVGFeInputType, SkSVGFeInputType()) protected: sk_sp<SkImageFilter> onMakeImageFilter(const SkSVGRenderContext&, const SkSVGFilterContext&) const override;",SVG_ATTR macro expansion is not a standalone public C ABI method
modules/svg,modules/svg/include/SkSVGFeBlend.h,SkSVGFeBlend,getInputs,15,no,na,P3,"std::vector<SkSVGFeInputType> getInputs() const override { return {this->getIn(), this->getIn2()}; }",Phase 3 later/internal: virtual render/parser hook should not be exposed before DOM ownership design
modules/svg,modules/svg/include/SkSVGFeBlend.h,SkSVGFeBlend,parseAndSetAttribute,15,no,na,P3,"bool parseAndSetAttribute(const char*, const char*) override;",Phase 3 later/internal: virtual render/parser hook should not be exposed before DOM ownership design
modules/svg,modules/svg/include/SkSVGFeColorMatrix.h,SkSVGFeColorMatrix,Make,8,yes,real_gap,P3,static sk_sp<SkSVGFeColorMatrix> Make() { return sk_sp<SkSVGFeColorMatrix>(new SkSVGFeColorMatrix()); },Phase 3 later: DOM node factory; defer until node ownership/mutation model is designed
modules/svg,modules/svg/include/SkSVGFeColorMatrix.h,SkSVGFeColorMatrix,SVG_ATTR,8,no,false_positive,P0,"SVG_ATTR(Type, SkSVGFeColorMatrixType, SkSVGFeColorMatrixType(SkSVGFeColorMatrixType::kMatrix)) SVG_ATTR(Values, SkSVGFeColorMatrixValues, SkSVGFeColorMatrixValues()) protected: sk_sp<SkImageFilter> onMakeImageFilter(const SkSVGRenderContex",SVG_ATTR macro expansion is not a standalone public C ABI method
modules/svg,modules/svg/include/SkSVGFeColorMatrix.h,SkSVGFeColorMatrix,getInputs,8,no,na,P3,std::vector<SkSVGFeInputType> getInputs() const override { return {this->getIn()}; },Phase 3 later/internal: virtual render/parser hook should not be exposed before DOM ownership design
modules/svg,modules/svg/include/SkSVGFeColorMatrix.h,SkSVGFeColorMatrix,parseAndSetAttribute,8,no,na,P3,"bool parseAndSetAttribute(const char*, const char*) override;",Phase 3 later/internal: virtual render/parser hook should not be exposed before DOM ownership design
modules/svg,modules/svg/include/SkSVGFeComposite.h,SkSVGFeComposite,Make,8,yes,real_gap,P3,static sk_sp<SkSVGFeComposite> Make() { return sk_sp<SkSVGFeComposite>(new SkSVGFeComposite()); },Phase 3 later: DOM node factory; defer until node ownership/mutation model is designed
modules/svg,modules/svg/include/SkSVGFeComposite.h,SkSVGFeComposite,SVG_ATTR,8,no,false_positive,P0,"SVG_ATTR(In2, SkSVGFeInputType, SkSVGFeInputType()) SVG_ATTR(K1, SkSVGNumberType, SkSVGNumberType(0)) SVG_ATTR(K2, SkSVGNumberType, SkSVGNumberType(0)) SVG_ATTR(K3, SkSVGNumberType, SkSVGNumberType(0)) SVG_ATTR(K4, SkSVGNumberType, SkSVGNum",SVG_ATTR macro expansion is not a standalone public C ABI method
modules/svg,modules/svg/include/SkSVGFeComposite.h,SkSVGFeComposite,getInputs,8,no,na,P3,"std::vector<SkSVGFeInputType> getInputs() const override { return {this->getIn(), this->getIn2()}; }",Phase 3 later/internal: virtual render/parser hook should not be exposed before DOM ownership design
modules/svg,modules/svg/include/SkSVGFeComposite.h,SkSVGFeComposite,parseAndSetAttribute,8,no,na,P3,"bool parseAndSetAttribute(const char*, const char*) override;",Phase 3 later/internal: virtual render/parser hook should not be exposed before DOM ownership design
modules/svg,modules/svg/include/SkSVGFeDisplacementMap.h,SkSVGFeDisplacementMap,Make,7,yes,real_gap,P3,static sk_sp<SkSVGFeDisplacementMap> Make() { return sk_sp<SkSVGFeDisplacementMap>(new SkSVGFeDisplacementMap()); },Phase 3 later: DOM node factory; defer until node ownership/mutation model is designed
modules/svg,modules/svg/include/SkSVGFeDisplacementMap.h,SkSVGFeDisplacementMap,resolveColorspace,7,no,na,P3,"SkSVGColorspace resolveColorspace(const SkSVGRenderContext&, const SkSVGFilterContext&) const final;",Phase 3 later/internal: virtual render/parser hook should not be exposed before DOM ownership design
modules/svg,modules/svg/include/SkSVGFeDisplacementMap.h,SkSVGFeDisplacementMap,SVG_ATTR,7,no,false_positive,P0,"SVG_ATTR(In2 , SkSVGFeInputType, SkSVGFeInputType()) SVG_ATTR(XChannelSelector, ChannelSelector , ChannelSelector::kA) SVG_ATTR(YChannelSelector, ChannelSelector , ChannelSelector::kA) SVG_ATTR(Scale , SkSVGNumberType , SkSVGNumberType(0)) ",SVG_ATTR macro expansion is not a standalone public C ABI method
modules/svg,modules/svg/include/SkSVGFeDisplacementMap.h,SkSVGFeDisplacementMap,getInputs,7,no,na,P3,"std::vector<SkSVGFeInputType> getInputs() const override { return {this->getIn(), this->getIn2()}; }",Phase 3 later/internal: virtual render/parser hook should not be exposed before DOM ownership design
modules/svg,modules/svg/include/SkSVGFeDisplacementMap.h,SkSVGFeDisplacementMap,parseAndSetAttribute,7,no,na,P3,"bool parseAndSetAttribute(const char*, const char*) override;",Phase 3 later/internal: virtual render/parser hook should not be exposed before DOM ownership design
modules/svg,modules/svg/include/SkSVGFeFlood.h,SkSVGFeFlood,Make,7,yes,real_gap,P3,static sk_sp<SkSVGFeFlood> Make() { return sk_sp<SkSVGFeFlood>(new SkSVGFeFlood()); },Phase 3 later: DOM node factory; defer until node ownership/mutation model is designed
modules/svg,modules/svg/include/SkSVGFeGaussianBlur.h,SkSVGFeGaussianBlur,Make,12,yes,real_gap,P3,static sk_sp<SkSVGFeGaussianBlur> Make() { return sk_sp<SkSVGFeGaussianBlur>(new SkSVGFeGaussianBlur()); },Phase 3 later: DOM node factory; defer until node ownership/mutation model is designed
modules/svg,modules/svg/include/SkSVGFeGaussianBlur.h,SkSVGFeGaussianBlur,SVG_ATTR,12,no,false_positive,P0,"SVG_ATTR(StdDeviation, StdDeviation, StdDeviation({0, 0})) protected: sk_sp<SkImageFilter> onMakeImageFilter(const SkSVGRenderContext&, const SkSVGFilterContext&) const override;",SVG_ATTR macro expansion is not a standalone public C ABI method
modules/svg,modules/svg/include/SkSVGFeGaussianBlur.h,SkSVGFeGaussianBlur,getInputs,12,no,na,P3,std::vector<SkSVGFeInputType> getInputs() const override { return {this->getIn()}; },Phase 3 later/internal: virtual render/parser hook should not be exposed before DOM ownership design
modules/svg,modules/svg/include/SkSVGFeGaussianBlur.h,SkSVGFeGaussianBlur,parseAndSetAttribute,12,no,na,P3,"bool parseAndSetAttribute(const char*, const char*) override;",Phase 3 later/internal: virtual render/parser hook should not be exposed before DOM ownership design
modules/svg,modules/svg/include/SkSVGFeImage.h,SkSVGFeImage,Make,7,yes,real_gap,P3,static sk_sp<SkSVGFeImage> Make() { return sk_sp<SkSVGFeImage>(new SkSVGFeImage()); },Phase 3 later: DOM node factory; defer until node ownership/mutation model is designed
modules/svg,modules/svg/include/SkSVGFeImage.h,SkSVGFeImage,SVG_ATTR,7,no,false_positive,P0,"SVG_ATTR(Href , SkSVGIRI , SkSVGIRI()) SVG_ATTR(PreserveAspectRatio, SkSVGPreserveAspectRatio, SkSVGPreserveAspectRatio()) protected: bool parseAndSetAttribute(const char*, const char*) override;",SVG_ATTR macro expansion is not a standalone public C ABI method
modules/svg,modules/svg/include/SkSVGFeImage.h,SkSVGFeImage,onMakeImageFilter,7,no,na,P3,"sk_sp<SkImageFilter> onMakeImageFilter(const SkSVGRenderContext&, const SkSVGFilterContext&) const override;",Phase 3 later/internal: virtual render/parser hook should not be exposed before DOM ownership design
modules/svg,modules/svg/include/SkSVGFeImage.h,SkSVGFeImage,getInputs,7,no,na,P3,std::vector<SkSVGFeInputType> getInputs() const override { return {}; },Phase 3 later/internal: virtual render/parser hook should not be exposed before DOM ownership design
modules/svg,modules/svg/include/SkSVGFeLightSource.h,SkSVGFeLightSource,appendChild,8,no,real_gap,P3,"void appendChild(sk_sp<SkSVGNode>) final { SkDebugf(""cannot append child nodes to an SVG light source.\n""); }",Phase 3 later: SVG public helper/value API candidate after SkSVGDOM minimum API
modules/svg,modules/svg/include/SkSVGFeLightSource.h,SkSVGFeDistantLight,Make,21,yes,real_gap,P3,static sk_sp<SkSVGFeDistantLight> Make() { return sk_sp<SkSVGFeDistantLight>(new SkSVGFeDistantLight()); },Phase 3 later: DOM node factory; defer until node ownership/mutation model is designed
modules/svg,modules/svg/include/SkSVGFeLightSource.h,SkSVGFeDistantLight,computeDirection,21,no,real_gap,P3,SkPoint3 computeDirection() const;,Phase 3 later: SVG public helper/value API candidate after SkSVGDOM minimum API
modules/svg,modules/svg/include/SkSVGFeLightSource.h,SkSVGFeDistantLight,SVG_ATTR,21,no,false_positive,P0,"SVG_ATTR(Azimuth , SkSVGNumberType, 0) SVG_ATTR(Elevation, SkSVGNumberType, 0) private: SkSVGFeDistantLight() : INHERITED(SkSVGTag::kFeDistantLight) {}",SVG_ATTR macro expansion is not a standalone public C ABI method
modules/svg,modules/svg/include/SkSVGFeLightSource.h,SkSVGFeDistantLight,parseAndSetAttribute,21,no,na,P3,"bool parseAndSetAttribute(const char*, const char*) override;",Phase 3 later/internal: virtual render/parser hook should not be exposed before DOM ownership design
modules/svg,modules/svg/include/SkSVGFeLightSource.h,SkSVGFePointLight,Make,40,yes,real_gap,P3,static sk_sp<SkSVGFePointLight> Make() { return sk_sp<SkSVGFePointLight>(new SkSVGFePointLight()); },Phase 3 later: DOM node factory; defer until node ownership/mutation model is designed
modules/svg,modules/svg/include/SkSVGFeLightSource.h,SkSVGFePointLight,SVG_ATTR,40,no,false_positive,P0,"SVG_ATTR(X, SkSVGNumberType, 0) SVG_ATTR(Y, SkSVGNumberType, 0) SVG_ATTR(Z, SkSVGNumberType, 0) private: SkSVGFePointLight() : INHERITED(SkSVGTag::kFePointLight) {}",SVG_ATTR macro expansion is not a standalone public C ABI method
modules/svg,modules/svg/include/SkSVGFeLightSource.h,SkSVGFePointLight,parseAndSetAttribute,40,no,na,P3,"bool parseAndSetAttribute(const char*, const char*) override;",Phase 3 later/internal: virtual render/parser hook should not be exposed before DOM ownership design
modules/svg,modules/svg/include/SkSVGFeLightSource.h,SkSVGFeSpotLight,Make,58,yes,real_gap,P3,static sk_sp<SkSVGFeSpotLight> Make() { return sk_sp<SkSVGFeSpotLight>(new SkSVGFeSpotLight()); },Phase 3 later: DOM node factory; defer until node ownership/mutation model is designed
modules/svg,modules/svg/include/SkSVGFeLightSource.h,SkSVGFeSpotLight,SVG_ATTR,58,no,false_positive,P0,"SVG_ATTR(X , SkSVGNumberType, 0) SVG_ATTR(Y , SkSVGNumberType, 0) SVG_ATTR(Z , SkSVGNumberType, 0) SVG_ATTR(PointsAtX , SkSVGNumberType, 0) SVG_ATTR(PointsAtY , SkSVGNumberType, 0) SVG_ATTR(PointsAtZ , SkSVGNumberType, 0) SVG_ATTR(SpecularE",SVG_ATTR macro expansion is not a standalone public C ABI method
modules/svg,modules/svg/include/SkSVGFeLightSource.h,SkSVGFeSpotLight,parseAndSetAttribute,58,no,na,P3,"bool parseAndSetAttribute(const char*, const char*) override;",Phase 3 later/internal: virtual render/parser hook should not be exposed before DOM ownership design
modules/svg,modules/svg/include/SkSVGFeLighting.h,SkSVGFeLighting,SVG_ATTR,16,no,false_positive,P0,"SVG_ATTR(SurfaceScale, SkSVGNumberType, 1) SVG_OPTIONAL_ATTR(KernelUnitLength, KernelUnitLength) protected: explicit SkSVGFeLighting(SkSVGTag t) : INHERITED(t) {}",SVG_ATTR macro expansion is not a standalone public C ABI method
modules/svg,modules/svg/include/SkSVGFeLighting.h,SkSVGFeLighting,getInputs,16,no,na,P3,std::vector<SkSVGFeInputType> getInputs() const final { return {this->getIn()}; },Phase 3 later/internal: virtual render/parser hook should not be exposed before DOM ownership design
modules/svg,modules/svg/include/SkSVGFeLighting.h,SkSVGFeLighting,parseAndSetAttribute,16,no,na,P3,"bool parseAndSetAttribute(const char*, const char*) override;",Phase 3 later/internal: virtual render/parser hook should not be exposed before DOM ownership design
modules/svg,modules/svg/include/SkSVGFeLighting.h,SkSVGFeLighting,onMakeImageFilter,16,no,na,P3,"sk_sp<SkImageFilter> onMakeImageFilter(const SkSVGRenderContext&, const SkSVGFilterContext&) const final;",Phase 3 later/internal: virtual render/parser hook should not be exposed before DOM ownership design
modules/svg,modules/svg/include/SkSVGFeLighting.h,SkSVGFeLighting,makeDistantLight,16,no,real_gap,P3,"virtual sk_sp<SkImageFilter> makeDistantLight(const SkSVGRenderContext&, const SkSVGFilterContext&, const SkSVGFeDistantLight*) const = 0;",Phase 3 later: SVG public helper/value API candidate after SkSVGDOM minimum API
modules/svg,modules/svg/include/SkSVGFeLighting.h,SkSVGFeLighting,makePointLight,16,no,real_gap,P3,"virtual sk_sp<SkImageFilter> makePointLight(const SkSVGRenderContext&, const SkSVGFilterContext&, const SkSVGFePointLight*) const = 0;",Phase 3 later: SVG public helper/value API candidate after SkSVGDOM minimum API
modules/svg,modules/svg/include/SkSVGFeLighting.h,SkSVGFeLighting,makeSpotLight,16,no,real_gap,P3,"virtual sk_sp<SkImageFilter> makeSpotLight(const SkSVGRenderContext&, const SkSVGFilterContext&, const SkSVGFeSpotLight*) const = 0;",Phase 3 later: SVG public helper/value API candidate after SkSVGDOM minimum API
modules/svg,modules/svg/include/SkSVGFeLighting.h,SkSVGFeLighting,resolveLightingColor,16,no,real_gap,P3,SkColor resolveLightingColor(const SkSVGRenderContext&) const;,Phase 3 later: SVG public helper/value API candidate after SkSVGDOM minimum API
modules/svg,modules/svg/include/SkSVGFeLighting.h,SkSVGFeLighting,resolveXYZ,16,no,real_gap,P3,"SkPoint3 resolveXYZ(const SkSVGRenderContext&, const SkSVGFilterContext&, SkSVGNumberType, SkSVGNumberType, SkSVGNumberType) const;",Phase 3 later: SVG public helper/value API candidate after SkSVGDOM minimum API
modules/svg,modules/svg/include/SkSVGFeLighting.h,SkSVGFeSpecularLighting,Make,55,yes,real_gap,P3,static sk_sp<SkSVGFeSpecularLighting> Make() { return sk_sp<SkSVGFeSpecularLighting>(new SkSVGFeSpecularLighting()); },Phase 3 later: DOM node factory; defer until node ownership/mutation model is designed
modules/svg,modules/svg/include/SkSVGFeLighting.h,SkSVGFeSpecularLighting,SVG_ATTR,55,no,false_positive,P0,"SVG_ATTR(SpecularConstant, SkSVGNumberType, 1) SVG_ATTR(SpecularExponent, SkSVGNumberType, 1) protected: bool parseAndSetAttribute(const char*, const char*) override;",SVG_ATTR macro expansion is not a standalone public C ABI method
modules/svg,modules/svg/include/SkSVGFeLighting.h,SkSVGFeSpecularLighting,makeDistantLight,55,no,real_gap,P3,"sk_sp<SkImageFilter> makeDistantLight(const SkSVGRenderContext&, const SkSVGFilterContext&, const SkSVGFeDistantLight*) const final;",Phase 3 later: SVG public helper/value API candidate after SkSVGDOM minimum API
modules/svg,modules/svg/include/SkSVGFeLighting.h,SkSVGFeSpecularLighting,makePointLight,55,no,real_gap,P3,"sk_sp<SkImageFilter> makePointLight(const SkSVGRenderContext&, const SkSVGFilterContext&, const SkSVGFePointLight*) const final;",Phase 3 later: SVG public helper/value API candidate after SkSVGDOM minimum API
modules/svg,modules/svg/include/SkSVGFeLighting.h,SkSVGFeSpecularLighting,makeSpotLight,55,no,real_gap,P3,"sk_sp<SkImageFilter> makeSpotLight(const SkSVGRenderContext&, const SkSVGFilterContext&, const SkSVGFeSpotLight*) const final;",Phase 3 later: SVG public helper/value API candidate after SkSVGDOM minimum API
modules/svg,modules/svg/include/SkSVGFeLighting.h,SkSVGFeDiffuseLighting,Make,85,yes,real_gap,P3,static sk_sp<SkSVGFeDiffuseLighting> Make() { return sk_sp<SkSVGFeDiffuseLighting>(new SkSVGFeDiffuseLighting()); },Phase 3 later: DOM node factory; defer until node ownership/mutation model is designed
modules/svg,modules/svg/include/SkSVGFeLighting.h,SkSVGFeDiffuseLighting,SVG_ATTR,85,no,false_positive,P0,"SVG_ATTR(DiffuseConstant, SkSVGNumberType, 1) protected: bool parseAndSetAttribute(const char*, const char*) override;",SVG_ATTR macro expansion is not a standalone public C ABI method
modules/svg,modules/svg/include/SkSVGFeLighting.h,SkSVGFeDiffuseLighting,makeDistantLight,85,no,real_gap,P3,"sk_sp<SkImageFilter> makeDistantLight(const SkSVGRenderContext&, const SkSVGFilterContext&, const SkSVGFeDistantLight*) const final;",Phase 3 later: SVG public helper/value API candidate after SkSVGDOM minimum API
modules/svg,modules/svg/include/SkSVGFeLighting.h,SkSVGFeDiffuseLighting,makePointLight,85,no,real_gap,P3,"sk_sp<SkImageFilter> makePointLight(const SkSVGRenderContext&, const SkSVGFilterContext&, const SkSVGFePointLight*) const final;",Phase 3 later: SVG public helper/value API candidate after SkSVGDOM minimum API
modules/svg,modules/svg/include/SkSVGFeLighting.h,SkSVGFeDiffuseLighting,makeSpotLight,85,no,real_gap,P3,"sk_sp<SkImageFilter> makeSpotLight(const SkSVGRenderContext&, const SkSVGFilterContext&, const SkSVGFeSpotLight*) const final;",Phase 3 later: SVG public helper/value API candidate after SkSVGDOM minimum API
modules/svg,modules/svg/include/SkSVGFeMorphology.h,SkSVGFeMorphology,Make,17,yes,real_gap,P3,static sk_sp<SkSVGFeMorphology> Make() { return sk_sp<SkSVGFeMorphology>(new SkSVGFeMorphology()); },Phase 3 later: DOM node factory; defer until node ownership/mutation model is designed
modules/svg,modules/svg/include/SkSVGFeMorphology.h,SkSVGFeMorphology,SVG_ATTR,17,no,false_positive,P0,"SVG_ATTR(Operator, Operator, Operator::kErode) SVG_ATTR(Radius , Radius , Radius({0, 0})) protected: sk_sp<SkImageFilter> onMakeImageFilter(const SkSVGRenderContext&, const SkSVGFilterContext&) const override;",SVG_ATTR macro expansion is not a standalone public C ABI method
modules/svg,modules/svg/include/SkSVGFeMorphology.h,SkSVGFeMorphology,getInputs,17,no,na,P3,std::vector<SkSVGFeInputType> getInputs() const override { return {this->getIn()}; },Phase 3 later/internal: virtual render/parser hook should not be exposed before DOM ownership design
modules/svg,modules/svg/include/SkSVGFeMorphology.h,SkSVGFeMorphology,parseAndSetAttribute,17,no,na,P3,"bool parseAndSetAttribute(const char*, const char*) override;",Phase 3 later/internal: virtual render/parser hook should not be exposed before DOM ownership design
modules/svg,modules/svg/include/SkSVGFeOffset.h,SkSVGFeOffset,Make,7,yes,real_gap,P3,static sk_sp<SkSVGFeOffset> Make() { return sk_sp<SkSVGFeOffset>(new SkSVGFeOffset()); },Phase 3 later: DOM node factory; defer until node ownership/mutation model is designed
