area,header,class,method,method_line,method_static,triage,priority,signature,note
include/gpu,include/gpu/GrDirectContext.h,GrDirectContext,MakeMock,54,yes,real_gap,P1,"static sk_sp<GrDirectContext> MakeMock(const GrMockOptions*, const GrContextOptions&);",Phase 2B: add GrMockOptions wrapper and MakeMock helper to support backend-object smoke without native GPU
include/gpu,include/gpu/GrDirectContext.h,GrDirectContext,MakeMock,54,yes,real_gap,P1,static sk_sp<GrDirectContext> MakeMock(const GrMockOptions*);,Phase 2B: add GrMockOptions wrapper and MakeMock helper to support backend-object smoke without native GPU
include/gpu,include/gpu/GrDirectContext.h,GrDirectContext,~GrDirectContext,54,no,false_positive,P0,~GrDirectContext() override;,"destructor/lifetime should be represented by wrapper release/delete API, not direct method binding"
include/gpu,include/gpu/GrDirectContext.h,GrDirectContext,resetGLTextureBindings,54,no,na,P3,void resetGLTextureBindings();,Phase 2 later: GL backend is not part of the current prioritized Ganesh/Graphite Metal/Vulkan path
include/gpu,include/gpu/GrDirectContext.h,GrDirectContext,wait,54,no,real_gap,P1,"bool wait(int numSemaphores, const GrBackendSemaphore* waitSemaphores, bool deleteSemaphoresAfterWait = true);",Phase 2D: depends on GrBackendSemaphore wrapper and backend-specific semaphore ownership semantics
include/gpu,include/gpu/GrDirectContext.h,GrDirectContext,createBackendTexture,54,no,real_gap,P1,"GrBackendTexture createBackendTexture(int width, int height, const GrBackendFormat&, skgpu::Mipmapped, GrRenderable, GrProtected = GrProtected::kNo, std::string_view label = {});",Phase 2B: no-callback allocation overload can use existing GrBackendFormat wrapper and return owned GrBackendTexture
include/gpu,include/gpu/GrDirectContext.h,GrDirectContext,createBackendTexture,54,no,real_gap,P1,"GrBackendTexture createBackendTexture(int width, int height, SkColorType, skgpu::Mipmapped, GrRenderable, GrProtected = GrProtected::kNo, std::string_view label = {});",Phase 2B: no-callback allocation overload can use existing GrBackendFormat wrapper and return owned GrBackendTexture
include/gpu,include/gpu/GrDirectContext.h,GrDirectContext,createBackendTexture,54,no,real_gap,P1,"GrBackendTexture createBackendTexture(int width, int height, const GrBackendFormat&, const SkColor4f& color, skgpu::Mipmapped, GrRenderable, GrProtected = GrProtected::kNo, GrGpuFinishedProc finishedProc = nullptr, GrGpuFinishedContext fini",Phase 5A or Phase 2D: upload/data overloads need callback/lifetime rules and pixel-data ownership policy
include/gpu,include/gpu/GrDirectContext.h,GrDirectContext,createBackendTexture,54,no,real_gap,P1,"GrBackendTexture createBackendTexture(int width, int height, SkColorType, const SkColor4f& color, skgpu::Mipmapped, GrRenderable, GrProtected = GrProtected::kNo, GrGpuFinishedProc finishedProc = nullptr, GrGpuFinishedContext finishedContext",Phase 5A or Phase 2D: upload/data overloads need callback/lifetime rules and pixel-data ownership policy
include/gpu,include/gpu/GrDirectContext.h,GrDirectContext,createBackendTexture,54,no,real_gap,P1,"GrBackendTexture createBackendTexture(const SkPixmap srcData[], int numLevels, GrSurfaceOrigin, GrRenderable, GrProtected, GrGpuFinishedProc finishedProc = nullptr, GrGpuFinishedContext finishedContext = nullptr, std::string_view label = {}",Phase 5A or Phase 2D: upload/data overloads need callback/lifetime rules and pixel-data ownership policy
include/gpu,include/gpu/GrDirectContext.h,GrDirectContext,createBackendTexture,54,no,real_gap,P1,"GrBackendTexture createBackendTexture(const SkPixmap& srcData, GrSurfaceOrigin textureOrigin, GrRenderable renderable, GrProtected isProtected, GrGpuFinishedProc finishedProc = nullptr, GrGpuFinishedContext finishedContext = nullptr, std::s",Phase 5A or Phase 2D: upload/data overloads need callback/lifetime rules and pixel-data ownership policy
include/gpu,include/gpu/GrDirectContext.h,GrDirectContext,createBackendTexture,54,no,real_gap,P1,"GrBackendTexture createBackendTexture(const SkPixmap srcData[], int numLevels, GrRenderable renderable, GrProtected isProtected, GrGpuFinishedProc finishedProc = nullptr, GrGpuFinishedContext finishedContext = nullptr, std::string_view labe",Phase 5A or Phase 2D: upload/data overloads need callback/lifetime rules and pixel-data ownership policy
include/gpu,include/gpu/GrDirectContext.h,GrDirectContext,createBackendTexture,54,no,real_gap,P1,"GrBackendTexture createBackendTexture(const SkPixmap& srcData, GrRenderable renderable, GrProtected isProtected, GrGpuFinishedProc finishedProc = nullptr, GrGpuFinishedContext finishedContext = nullptr, std::string_view label = {});",Phase 5A or Phase 2D: upload/data overloads need callback/lifetime rules and pixel-data ownership policy
include/gpu,include/gpu/GrDirectContext.h,GrDirectContext,updateBackendTexture,54,no,real_gap,P1,"bool updateBackendTexture(const GrBackendTexture&, const SkColor4f& color, GrGpuFinishedProc finishedProc, GrGpuFinishedContext finishedContext);",Phase 5A: update overloads include GrGpuFinishedProc/Context and must use callback ownership policy
include/gpu,include/gpu/GrDirectContext.h,GrDirectContext,updateBackendTexture,54,no,real_gap,P1,"bool updateBackendTexture(const GrBackendTexture&, SkColorType skColorType, const SkColor4f& color, GrGpuFinishedProc finishedProc, GrGpuFinishedContext finishedContext);",Phase 5A: update overloads include GrGpuFinishedProc/Context and must use callback ownership policy
include/gpu,include/gpu/GrDirectContext.h,GrDirectContext,updateBackendTexture,54,no,real_gap,P1,"bool updateBackendTexture(const GrBackendTexture&, const SkPixmap srcData[], int numLevels, GrSurfaceOrigin = kTopLeft_GrSurfaceOrigin, GrGpuFinishedProc finishedProc = nullptr, GrGpuFinishedContext finishedContext = nullptr);",Phase 5A: update overloads include GrGpuFinishedProc/Context and must use callback ownership policy
include/gpu,include/gpu/GrDirectContext.h,GrDirectContext,updateBackendTexture,54,no,real_gap,P1,"bool updateBackendTexture(const GrBackendTexture& texture, const SkPixmap& srcData, GrSurfaceOrigin textureOrigin = kTopLeft_GrSurfaceOrigin, GrGpuFinishedProc finishedProc = nullptr, GrGpuFinishedContext finishedContext = nullptr) { return",Phase 5A: update overloads include GrGpuFinishedProc/Context and must use callback ownership policy
include/gpu,include/gpu/GrDirectContext.h,GrDirectContext,updateBackendTexture,54,no,real_gap,P1,"bool updateBackendTexture(const GrBackendTexture& texture, const SkPixmap srcData[], int numLevels, GrGpuFinishedProc finishedProc, GrGpuFinishedContext finishedContext);",Phase 5A: update overloads include GrGpuFinishedProc/Context and must use callback ownership policy
include/gpu,include/gpu/GrDirectContext.h,GrDirectContext,createCompressedBackendTexture,54,no,real_gap,P1,"GrBackendTexture createCompressedBackendTexture(int width, int height, const GrBackendFormat&, const SkColor4f& color, skgpu::Mipmapped, GrProtected = GrProtected::kNo, GrGpuFinishedProc finishedProc = nullptr, GrGpuFinishedContext finished",Phase 5A or Phase 2D: upload/data overloads need callback/lifetime rules and pixel-data ownership policy
include/gpu,include/gpu/GrDirectContext.h,GrDirectContext,createCompressedBackendTexture,54,no,real_gap,P1,"GrBackendTexture createCompressedBackendTexture(int width, int height, SkTextureCompressionType, const SkColor4f& color, skgpu::Mipmapped, GrProtected = GrProtected::kNo, GrGpuFinishedProc finishedProc = nullptr, GrGpuFinishedContext finish",Phase 5A or Phase 2D: upload/data overloads need callback/lifetime rules and pixel-data ownership policy
include/gpu,include/gpu/GrDirectContext.h,GrDirectContext,createCompressedBackendTexture,54,no,real_gap,P1,"GrBackendTexture createCompressedBackendTexture(int width, int height, const GrBackendFormat&, const void* data, size_t dataSize, skgpu::Mipmapped, GrProtected = GrProtected::kNo, GrGpuFinishedProc finishedProc = nullptr, GrGpuFinishedConte",Phase 5A or Phase 2D: upload/data overloads need callback/lifetime rules and pixel-data ownership policy
include/gpu,include/gpu/GrDirectContext.h,GrDirectContext,createCompressedBackendTexture,54,no,real_gap,P1,"GrBackendTexture createCompressedBackendTexture(int width, int height, SkTextureCompressionType, const void* data, size_t dataSize, skgpu::Mipmapped, GrProtected = GrProtected::kNo, GrGpuFinishedProc finishedProc = nullptr, GrGpuFinishedCon",Phase 5A or Phase 2D: upload/data overloads need callback/lifetime rules and pixel-data ownership policy
include/gpu,include/gpu/GrDirectContext.h,GrDirectContext,updateCompressedBackendTexture,54,no,real_gap,P1,"bool updateCompressedBackendTexture(const GrBackendTexture&, const SkColor4f& color, GrGpuFinishedProc finishedProc, GrGpuFinishedContext finishedContext);",Phase 5A: update overloads include GrGpuFinishedProc/Context and must use callback ownership policy
include/gpu,include/gpu/GrDirectContext.h,GrDirectContext,updateCompressedBackendTexture,54,no,real_gap,P1,"bool updateCompressedBackendTexture(const GrBackendTexture&, const void* data, size_t dataSize, GrGpuFinishedProc finishedProc, GrGpuFinishedContext finishedContext);",Phase 5A: update overloads include GrGpuFinishedProc/Context and must use callback ownership policy
include/gpu,include/gpu/GrDirectContext.h,GrDirectContext,setBackendTextureState,54,no,real_gap,P1,"bool setBackendTextureState(const GrBackendTexture&, const skgpu::MutableTextureState&, skgpu::MutableTextureState* previousState = nullptr, GrGpuFinishedProc finishedProc = nullptr, GrGpuFinishedContext finishedContext = nullptr);",Phase 2D: requires skgpu::MutableTextureState wrapper and backend-specific state ABI
include/gpu,include/gpu/GrDirectContext.h,GrDirectContext,setBackendRenderTargetState,54,no,real_gap,P1,"bool setBackendRenderTargetState(const GrBackendRenderTarget&, const skgpu::MutableTextureState&, skgpu::MutableTextureState* previousState = nullptr, GrGpuFinishedProc finishedProc = nullptr, GrGpuFinishedContext finishedContext = nullptr)",Phase 2D: requires skgpu::MutableTextureState wrapper and backend-specific state ABI
include/gpu,include/gpu/GrDirectContext.h,GrDirectContext,deleteBackendTexture,54,no,real_gap,P1,void deleteBackendTexture(const GrBackendTexture&);,Phase 2B: implement after documenting ownership interaction with owned GrBackendTexture wrapper
include/gpu,include/gpu/GrDirectContext.h,GrDirectContext,precompileShader,54,no,real_gap,P1,"bool precompileShader(const SkData& key, const SkData& data);",Phase 2B: implementable with existing SkData C API handles; no backend-specific ABI needed
include/gpu,include/gpu/GrDirectContext.h,GrDirectContext,priv,450,no,na,P0,GrDirectContextPriv priv();,testing/private helper is not part of stable C ABI surface
include/gpu,include/gpu/GrDirectContext.h,GrDirectContext,priv,450,no,na,P0,const GrDirectContextPriv priv() const;,testing/private helper is not part of stable C ABI surface
include/gpu,include/gpu/GrDriverBugWorkarounds.h,GrDriverBugWorkarounds,GrDriverBugWorkarounds,20,no,real_gap,P2,GrDriverBugWorkarounds();,Phase 2: GPU backend/platform API candidate; expose behind matching feature guards after ownership review
include/gpu,include/gpu/GrDriverBugWorkarounds.h,GrDriverBugWorkarounds,GrDriverBugWorkarounds,20,no,real_gap,P2,GrDriverBugWorkarounds(const GrDriverBugWorkarounds&) = default;,Phase 2: GPU backend/platform API candidate; expose behind matching feature guards after ownership review
include/gpu,include/gpu/GrDriverBugWorkarounds.h,GrDriverBugWorkarounds,GrDriverBugWorkarounds,20,no,real_gap,P2,explicit GrDriverBugWorkarounds(const std::vector<int32_t>& workarounds);,Phase 2: GPU backend/platform API candidate; expose behind matching feature guards after ownership review
include/gpu,include/gpu/GrDriverBugWorkarounds.h,GrDriverBugWorkarounds,applyOverrides,20,no,real_gap,P3,void applyOverrides(const GrDriverBugWorkarounds& workarounds);,Phase 2 later: GPU public API candidate pending backend-specific design
include/gpu,include/gpu/GrDriverBugWorkarounds.h,GrDriverBugWorkarounds,~GrDriverBugWorkarounds,20,no,false_positive,P0,~GrDriverBugWorkarounds();,"destructor/lifetime should be represented by wrapper release/delete API, not direct method binding"
include/gpu,include/gpu/GrRecordingContext.h,GrRecordingContext,~GrRecordingContext,34,no,false_positive,P0,~GrRecordingContext() override;,"destructor/lifetime should be represented by wrapper release/delete API, not direct method binding"
include/gpu,include/gpu/GrRecordingContext.h,GrRecordingContext,skCapabilities,34,no,real_gap,P1,sk_sp<const SkCapabilities> skCapabilities() const;,Phase 2C: needs SkCapabilities retained/borrowed wrapper decision
include/gpu,include/gpu/GrRecordingContext.h,GrRecordingContext,priv,34,no,na,P0,GrRecordingContextPriv priv();,testing/private helper is not part of stable C ABI surface
include/gpu,include/gpu/GrRecordingContext.h,GrRecordingContext,priv,34,no,na,P0,const GrRecordingContextPriv priv() const;,testing/private helper is not part of stable C ABI surface
include/gpu,include/gpu/GrYUVABackendTextures.h,GrYUVABackendTextureInfo,GrYUVABackendTextureInfo,9,no,real_gap,P2,GrYUVABackendTextureInfo() = default;,Phase 2: GPU backend/platform API candidate; expose behind matching feature guards after ownership review
include/gpu,include/gpu/GrYUVABackendTextures.h,GrYUVABackendTextureInfo,GrYUVABackendTextureInfo,9,no,real_gap,P2,"GrYUVABackendTextureInfo(const SkYUVAInfo&, const GrBackendFormat[kMaxPlanes], skgpu::Mipmapped, GrSurfaceOrigin);",Phase 2: GPU backend/platform API candidate; expose behind matching feature guards after ownership review
include/gpu,include/gpu/GrYUVABackendTextures.h,GrYUVABackendTextureInfo,GrYUVABackendTextureInfo,9,no,real_gap,P2,GrYUVABackendTextureInfo(const GrYUVABackendTextureInfo&) = default;,Phase 2: GPU backend/platform API candidate; expose behind matching feature guards after ownership review
include/gpu,include/gpu/GrYUVABackendTextures.h,GrYUVABackendTextureInfo,operator==,9,no,real_gap,P2,bool operator==(const GrYUVABackendTextureInfo&) const;,Phase 2: GPU backend/platform API candidate; expose behind matching feature guards after ownership review
include/gpu,include/gpu/GrYUVABackendTextures.h,GrYUVABackendTextureInfo,operator!=,9,no,real_gap,P2,bool operator!=(const GrYUVABackendTextureInfo& that) const { return !(*this == that); },Phase 2: GPU backend/platform API candidate; expose behind matching feature guards after ownership review
include/gpu,include/gpu/GrYUVABackendTextures.h,GrYUVABackendTextureInfo,yuvaInfo,9,no,real_gap,P2,const SkYUVAInfo& yuvaInfo() const { return fYUVAInfo; },Phase 2: GPU backend/platform API candidate; expose behind matching feature guards after ownership review
include/gpu,include/gpu/GrYUVABackendTextures.h,GrYUVABackendTextureInfo,yuvColorSpace,9,no,real_gap,P2,SkYUVColorSpace yuvColorSpace() const { return fYUVAInfo.yuvColorSpace(); },Phase 2: GPU backend/platform API candidate; expose behind matching feature guards after ownership review
include/gpu,include/gpu/GrYUVABackendTextures.h,GrYUVABackendTextureInfo,mipmapped,9,no,real_gap,P2,skgpu::Mipmapped mipmapped() const { return fMipmapped; },Phase 2: GPU backend/platform API candidate; expose behind matching feature guards after ownership review
include/gpu,include/gpu/GrYUVABackendTextures.h,GrYUVABackendTextureInfo,textureOrigin,9,no,real_gap,P2,GrSurfaceOrigin textureOrigin() const { return fTextureOrigin; },Phase 2: GPU backend/platform API candidate; expose behind matching feature guards after ownership review
include/gpu,include/gpu/GrYUVABackendTextures.h,GrYUVABackendTextureInfo,numPlanes,9,no,real_gap,P2,int numPlanes() const { return fYUVAInfo.numPlanes(); },Phase 2: GPU backend/platform API candidate; expose behind matching feature guards after ownership review
include/gpu,include/gpu/GrYUVABackendTextures.h,GrYUVABackendTextureInfo,planeFormat,9,no,real_gap,P2,const GrBackendFormat& planeFormat(int i) const { return fPlaneFormats[i]; },Phase 2: GPU backend/platform API candidate; expose behind matching feature guards after ownership review
include/gpu,include/gpu/GrYUVABackendTextures.h,GrYUVABackendTextureInfo,isValid,9,no,real_gap,P2,bool isValid() const { return fYUVAInfo.isValid(); },Phase 2: GPU backend/platform API candidate; expose behind matching feature guards after ownership review
include/gpu,include/gpu/GrYUVABackendTextures.h,GrYUVABackendTextureInfo,toYUVALocations,9,no,real_gap,P2,SkYUVAInfo::YUVALocations toYUVALocations() const;,Phase 2: GPU backend/platform API candidate; expose behind matching feature guards after ownership review
include/gpu,include/gpu/GrYUVABackendTextures.h,GrYUVABackendTextures,GrYUVABackendTextures,57,no,real_gap,P2,GrYUVABackendTextures() = default;,Phase 2: GPU backend/platform API candidate; expose behind matching feature guards after ownership review
