category,header,implementation,function,line,status,owner,note
handle_key_return,skia/binding/sk_bitmap.h,skia/binding/sk_bitmap.cpp,SkBitmap_makeShader_2,80,done,,header return type migrated int -> sk_shader_t
handle_key_return,skia/binding/sk_bitmap.h,skia/binding/sk_bitmap.cpp,SkBitmap_makeShader_3,81,done,,header return type migrated int -> sk_shader_t
handle_key_return,skia/binding/sk_bitmap.h,skia/binding/sk_bitmap.cpp,SkBitmap_makeShader_4,82,done,,header return type migrated int -> sk_shader_t
handle_key_return,skia/binding/sk_bitmap.h,skia/binding/sk_bitmap.cpp,SkBitmap_pixelRefOrigin,86,done,,header return type migrated int -> sk_i_point_t
handle_key_return,skia/binding/sk_bitmap.h,skia/binding/sk_bitmap.cpp,SkBitmap_refColorSpace,92,done,,header return type migrated int -> sk_color_space_t
handle_key_param,skia/binding/sk_bitmap.h,skia/binding/sk_bitmap.cpp,SkBitmap_setPixelRef,99,done,,header param type migrated int -> sk_pixel_ref_t
handle_key_return,skia/binding/sk_blender.h,skia/binding/sk_blender.cpp,SkBlender_getFactory,20,done,,header return type migrated int -> sk_flattenable_factory_t
handle_key_return,skia/binding/sk_blender.h,skia/binding/sk_blender.cpp,SkBlender_serialize,24,done,,header return type migrated int -> sk_data_t
handle_key_return,skia/binding/sk_blender.h,skia/binding/sk_blender.cpp,SkBlender_Mode,32,done,,header return type migrated int -> sk_blender_t
handle_key_return,skia/binding/sk_blender.h,skia/binding/sk_blender.cpp,SkBlender_NameToFactory,33,done,,header return type migrated int -> sk_flattenable_factory_t
handle_key_param,skia/binding/sk_blender.h,skia/binding/sk_blender.cpp,SkBlender_Register,35,done,,header param type migrated int -> sk_flattenable_factory_t
handle_key_return,skia/binding/sk_blender.h,skia/binding/sk_blender.cpp,SkBlender_Deserialize,36,done,,header return type migrated int -> sk_flattenable_t
handle_key_return,skia/binding/sk_blenders.h,skia/binding/sk_blenders.cpp,SkBlenders_Arithmetic,12,done,,header return type migrated int -> sk_blender_t; include static_sk_blender.h
handle_key_return|handle_key_param,skia/binding/sk_bmp_decoder.h,skia/binding/sk_bmp_decoder.cpp,SkBmpDecoder_Decode,19,done,,header signature migrated int -> sk_codec_t/sk_stream_t
handle_key_return|handle_key_param,skia/binding/sk_bmp_decoder.h,skia/binding/sk_bmp_decoder.cpp,SkBmpDecoder_Decode_2,20,done,,header signature migrated int -> sk_codec_t/sk_stream_t
handle_key_return,skia/binding/sk_bmp_decoder.h,skia/binding/sk_bmp_decoder.cpp,SkBmpDecoder_Decoder,21,done,,header return type migrated int -> sk_codecs_decoder_t
handle_key_param,skia/binding/sk_canvas.h,skia/binding/sk_canvas.cpp,SkCanvas_clipShader,38,done,,header int handle keys migrated to typed sk_*_t signatures
handle_key_param,skia/binding/sk_canvas.h,skia/binding/sk_canvas.cpp,SkCanvas_drawAnnotation,42,done,,header int handle keys migrated to typed sk_*_t signatures
handle_key_param,skia/binding/sk_canvas.h,skia/binding/sk_canvas.cpp,SkCanvas_drawCircle,46,done,,header int handle keys migrated to typed sk_*_t signatures
handle_key_param,skia/binding/sk_canvas.h,skia/binding/sk_canvas.cpp,SkCanvas_drawGlyphs,53,done,,header int handle keys migrated to typed sk_*_t signatures
handle_key_param,skia/binding/sk_canvas.h,skia/binding/sk_canvas.cpp,SkCanvas_drawGlyphs_2,54,done,,header int handle keys migrated to typed sk_*_t signatures
handle_key_param,skia/binding/sk_canvas.h,skia/binding/sk_canvas.cpp,SkCanvas_drawGlyphs_3,55,done,,header int handle keys migrated to typed sk_*_t signatures
handle_key_param,skia/binding/sk_canvas.h,skia/binding/sk_canvas.cpp,SkCanvas_drawImage,56,done,,header int handle keys migrated to typed sk_*_t signatures
handle_key_param,skia/binding/sk_canvas.h,skia/binding/sk_canvas.cpp,SkCanvas_drawImage_2,57,done,,header int handle keys migrated to typed sk_*_t signatures
handle_key_param,skia/binding/sk_canvas.h,skia/binding/sk_canvas.cpp,SkCanvas_drawImageRect,63,done,,header int handle keys migrated to typed sk_*_t signatures
handle_key_param,skia/binding/sk_canvas.h,skia/binding/sk_canvas.cpp,SkCanvas_drawImageRect_2,64,done,,header int handle keys migrated to typed sk_*_t signatures
handle_key_param,skia/binding/sk_canvas.h,skia/binding/sk_canvas.cpp,SkCanvas_drawLine,68,done,,header int handle keys migrated to typed sk_*_t signatures
handle_key_param,skia/binding/sk_canvas.h,skia/binding/sk_canvas.cpp,SkCanvas_drawMesh,70,done,,header int handle keys migrated to typed sk_*_t signatures
handle_key_param,skia/binding/sk_canvas.h,skia/binding/sk_canvas.cpp,SkCanvas_drawPicture,75,done,,header int handle keys migrated to typed sk_*_t signatures
handle_key_param,skia/binding/sk_canvas.h,skia/binding/sk_canvas.cpp,SkCanvas_drawPicture_2,76,done,,header int handle keys migrated to typed sk_*_t signatures
handle_key_param,skia/binding/sk_canvas.h,skia/binding/sk_canvas.cpp,SkCanvas_drawPoint,79,done,,header int handle keys migrated to typed sk_*_t signatures
handle_key_param,skia/binding/sk_canvas.h,skia/binding/sk_canvas.cpp,SkCanvas_drawRect,82,done,,header int handle keys migrated to typed sk_*_t signatures
handle_key_param,skia/binding/sk_canvas.h,skia/binding/sk_canvas.cpp,SkCanvas_drawTextBlob,89,done,,header int handle keys migrated to typed sk_*_t signatures
handle_key_param,skia/binding/sk_canvas.h,skia/binding/sk_canvas.cpp,SkCanvas_drawVertices,91,done,,header int handle keys migrated to typed sk_*_t signatures
handle_key_return,skia/binding/sk_canvas.h,skia/binding/sk_canvas.cpp,SkCanvas_getBaseLayerSize,96,done,,header int handle keys migrated to typed sk_*_t signatures
handle_key_return,skia/binding/sk_canvas.h,skia/binding/sk_canvas.cpp,SkCanvas_getBaseProps,97,done,,header int handle keys migrated to typed sk_*_t signatures
handle_key_return,skia/binding/sk_canvas.h,skia/binding/sk_canvas.cpp,SkCanvas_getDeviceClipBounds,98,done,,header int handle keys migrated to typed sk_*_t signatures
handle_key_return,skia/binding/sk_canvas.h,skia/binding/sk_canvas.cpp,SkCanvas_getLocalClipBounds,100,done,,header int handle keys migrated to typed sk_*_t signatures
handle_key_return,skia/binding/sk_canvas.h,skia/binding/sk_canvas.cpp,SkCanvas_getLocalToDevice,102,done,,header int handle keys migrated to typed sk_*_t signatures
handle_key_return,skia/binding/sk_canvas.h,skia/binding/sk_canvas.cpp,SkCanvas_getLocalToDeviceAs3x3,103,done,,header int handle keys migrated to typed sk_*_t signatures
handle_key_return,skia/binding/sk_canvas.h,skia/binding/sk_canvas.cpp,SkCanvas_getTopProps,107,done,,header int handle keys migrated to typed sk_*_t signatures
handle_key_return,skia/binding/sk_canvas.h,skia/binding/sk_canvas.cpp,SkCanvas_getTotalMatrix,108,done,,header int handle keys migrated to typed sk_*_t signatures
handle_key_return,skia/binding/sk_canvas.h,skia/binding/sk_canvas.cpp,SkCanvas_imageInfo,109,done,,header int handle keys migrated to typed sk_*_t signatures
handle_key_return,skia/binding/sk_canvas.h,skia/binding/sk_canvas.cpp,SkCanvas_makeSurface,112,done,,header int handle keys migrated to typed sk_*_t signatures
handle_key_return,skia/binding/sk_canvas.h,skia/binding/sk_canvas.cpp,SkCanvas_MakeRasterDirect,142,done,,header int handle keys migrated to typed sk_*_t signatures
handle_key_return,skia/binding/sk_canvas.h,skia/binding/sk_canvas.cpp,SkCanvas_MakeRasterDirectN32,143,done,,header int handle keys migrated to typed sk_*_t signatures
handle_key_return,skia/binding/sk_codec.h,skia/binding/sk_codec.cpp,SkCodec_getInfo,27,done,,header return type migrated int -> sk_image_info_t
handle_key_return,skia/binding/sk_codec.h,skia/binding/sk_codec.cpp,SkCodec_dimensions,28,done,,header return type migrated int -> sk_i_size_t
handle_key_return,skia/binding/sk_codec.h,skia/binding/sk_codec.cpp,SkCodec_bounds,29,done,,header return type migrated int -> sk_i_rect_t
handle_key_return,skia/binding/sk_codec.h,skia/binding/sk_codec.cpp,SkCodec_getScaledDimensions,32,done,,header return type migrated int -> sk_i_size_t
handle_key_return|handle_key_param,skia/binding/sk_codec.h,skia/binding/sk_codec.cpp,SkCodec_MakeFromStream,61,done,,header signature migrated int -> sk_codec_t/sk_stream_t
handle_key_return|handle_key_param,skia/binding/sk_codec.h,skia/binding/sk_codec.cpp,SkCodec_MakeFromData,62,done,,header signature migrated int -> sk_codec_t/sk_stream_t
handle_key_return,skia/binding/sk_color_filter.h,skia/binding/sk_color_filter.cpp,SkColorFilter_filterColor4f,28,done,,header return type migrated int -> sk_color_4f_t
handle_key_return|handle_key_param,skia/binding/sk_color_filter.h,skia/binding/sk_color_filter.cpp,SkColorFilter_makeComposed,29,done,,header signature migrated int -> sk_color_filter_t
handle_key_return|handle_key_param,skia/binding/sk_color_filter.h,skia/binding/sk_color_filter.cpp,SkColorFilter_makeWithWorkingColorSpace,30,done,,header signature migrated int -> sk_color_filter_t/sk_color_space_t
handle_key_return,skia/binding/sk_color_filter.h,skia/binding/sk_color_filter.cpp,SkColorFilter_getFactory,31,done,,header return type migrated int -> sk_flattenable_factory_t
handle_key_return,skia/binding/sk_color_filter.h,skia/binding/sk_color_filter.cpp,SkColorFilter_serialize,35,done,,header return type migrated int -> sk_data_t
handle_key_return,skia/binding/sk_color_filter.h,skia/binding/sk_color_filter.cpp,SkColorFilter_Deserialize,43,done,,header return type migrated int -> sk_color_filter_t
handle_key_return,skia/binding/sk_color_filter.h,skia/binding/sk_color_filter.cpp,SkColorFilter_NameToFactory,44,done,,header return type migrated int -> sk_flattenable_factory_t
handle_key_param,skia/binding/sk_color_filter.h,skia/binding/sk_color_filter.cpp,SkColorFilter_Register,46,done,,header param type migrated int -> sk_flattenable_factory_t
handle_key_return|handle_key_param,skia/binding/sk_color_filters.h,skia/binding/sk_color_filters.cpp,SkColorFilters_Blend,23,done,,header int handle keys migrated to typed sk_*_t signatures
handle_key_return,skia/binding/sk_color_filters.h,skia/binding/sk_color_filters.cpp,SkColorFilters_Blend_2,24,done,,header int handle keys migrated to typed sk_*_t signatures
handle_key_return|handle_key_param,skia/binding/sk_color_filters.h,skia/binding/sk_color_filters.cpp,SkColorFilters_Compose,25,done,,header int handle keys migrated to typed sk_*_t signatures
handle_key_return,skia/binding/sk_color_filters.h,skia/binding/sk_color_filters.cpp,SkColorFilters_HSLAMatrix,26,done,,header int handle keys migrated to typed sk_*_t signatures
handle_key_return,skia/binding/sk_color_filters.h,skia/binding/sk_color_filters.cpp,SkColorFilters_HSLAMatrix_2,27,done,,header int handle keys migrated to typed sk_*_t signatures
handle_key_return|handle_key_param,skia/binding/sk_color_filters.h,skia/binding/sk_color_filters.cpp,SkColorFilters_Lerp,28,done,,header int handle keys migrated to typed sk_*_t signatures
handle_key_return,skia/binding/sk_color_filters.h,skia/binding/sk_color_filters.cpp,SkColorFilters_Lighting,29,done,,header int handle keys migrated to typed sk_*_t signatures
handle_key_return,skia/binding/sk_color_filters.h,skia/binding/sk_color_filters.cpp,SkColorFilters_LinearToSRGBGamma,30,done,,header int handle keys migrated to typed sk_*_t signatures
handle_key_return,skia/binding/sk_color_filters.h,skia/binding/sk_color_filters.cpp,SkColorFilters_Matrix,31,done,,header int handle keys migrated to typed sk_*_t signatures
handle_key_return,skia/binding/sk_color_filters.h,skia/binding/sk_color_filters.cpp,SkColorFilters_Matrix_2,32,done,,header int handle keys migrated to typed sk_*_t signatures
handle_key_return,skia/binding/sk_color_filters.h,skia/binding/sk_color_filters.cpp,SkColorFilters_SRGBToLinearGamma,33,done,,header int handle keys migrated to typed sk_*_t signatures
handle_key_return,skia/binding/sk_color_filters.h,skia/binding/sk_color_filters.cpp,SkColorFilters_Table,34,done,,header int handle keys migrated to typed sk_*_t signatures
handle_key_return|handle_key_param,skia/binding/sk_color_filters.h,skia/binding/sk_color_filters.cpp,SkColorFilters_Table_2,35,done,,header int handle keys migrated to typed sk_*_t signatures
handle_key_return,skia/binding/sk_color_filters.h,skia/binding/sk_color_filters.cpp,SkColorFilters_TableARGB,36,done,,header int handle keys migrated to typed sk_*_t signatures
handle_key_return,skia/binding/sk_color_info.h,skia/binding/sk_color_info.cpp,SkColorInfo_makeAlphaType,25,done,,header return type migrated int -> sk_color_info_t
handle_key_return|handle_key_param,skia/binding/sk_color_info.h,skia/binding/sk_color_info.cpp,SkColorInfo_makeColorSpace,26,done,,header signature migrated int -> sk_color_info_t/sk_color_space_t
handle_key_return,skia/binding/sk_color_info.h,skia/binding/sk_color_info.cpp,SkColorInfo_makeColorType,27,done,,header return type migrated int -> sk_color_info_t
handle_key_return,skia/binding/sk_color_info.h,skia/binding/sk_color_info.cpp,SkColorInfo_refColorSpace,28,done,,header return type migrated int -> sk_color_space_t
handle_key_return,skia/binding/sk_color_matrix.h,skia/binding/sk_color_matrix.cpp,SkColorMatrix_RGBtoYUV,29,done,,header return type migrated int -> sk_color_matrix_t
handle_key_return,skia/binding/sk_color_matrix.h,skia/binding/sk_color_matrix.cpp,SkColorMatrix_YUVtoRGB,30,done,,header return type migrated int -> sk_color_matrix_t
handle_key_return,skia/binding/sk_color_matrix_filter.h,skia/binding/sk_color_matrix_filter.cpp,SkColorMatrixFilter_filterColor4f,28,done,,header return type migrated int -> sk_color_4f_t
handle_key_return|handle_key_param,skia/binding/sk_color_matrix_filter.h,skia/binding/sk_color_matrix_filter.cpp,SkColorMatrixFilter_makeComposed,29,done,,header signature migrated int -> sk_color_filter_t
handle_key_return|handle_key_param,skia/binding/sk_color_matrix_filter.h,skia/binding/sk_color_matrix_filter.cpp,SkColorMatrixFilter_makeWithWorkingColorSpace,30,done,,header signature migrated int -> sk_color_filter_t/sk_color_space_t
handle_key_return,skia/binding/sk_color_matrix_filter.h,skia/binding/sk_color_matrix_filter.cpp,SkColorMatrixFilter_getFactory,31,done,,header return type migrated int -> sk_flattenable_factory_t
handle_key_return,skia/binding/sk_color_matrix_filter.h,skia/binding/sk_color_matrix_filter.cpp,SkColorMatrixFilter_serialize,35,done,,header return type migrated int -> sk_data_t
handle_key_return,skia/binding/sk_color_matrix_filter.h,skia/binding/sk_color_matrix_filter.cpp,SkColorMatrixFilter_MakeLightingFilter,43,done,,header return type migrated int -> sk_color_filter_t
handle_key_return,skia/binding/sk_color_matrix_filter.h,skia/binding/sk_color_matrix_filter.cpp,SkColorMatrixFilter_Deserialize,44,done,,header return type migrated int -> sk_color_filter_t
handle_key_return,skia/binding/sk_color_matrix_filter.h,skia/binding/sk_color_matrix_filter.cpp,SkColorMatrixFilter_NameToFactory,45,done,,header return type migrated int -> sk_flattenable_factory_t
handle_key_param,skia/binding/sk_color_matrix_filter.h,skia/binding/sk_color_matrix_filter.cpp,SkColorMatrixFilter_FactoryToName,46,done,,header param type migrated int -> sk_flattenable_factory_t
handle_key_param,skia/binding/sk_color_matrix_filter.h,skia/binding/sk_color_matrix_filter.cpp,SkColorMatrixFilter_Register,47,done,,header param type migrated int -> sk_flattenable_factory_t
handle_key_return,skia/binding/sk_color_space.h,skia/binding/sk_color_space.cpp,SkColorSpace_makeLinearGamma,27,done,,header int handle keys migrated to typed sk_*_t signatures
handle_key_return,skia/binding/sk_color_space.h,skia/binding/sk_color_space.cpp,SkColorSpace_makeSRGBGamma,28,done,,header int handle keys migrated to typed sk_*_t signatures
handle_key_return,skia/binding/sk_color_space.h,skia/binding/sk_color_space.cpp,SkColorSpace_makeColorSpin,29,done,,header int handle keys migrated to typed sk_*_t signatures
handle_key_return,skia/binding/sk_color_space.h,skia/binding/sk_color_space.cpp,SkColorSpace_serialize,31,done,,header int handle keys migrated to typed sk_*_t signatures
handle_key_return,skia/binding/sk_color_space.h,skia/binding/sk_color_space.cpp,SkColorSpace_MakeSRGB,47,done,,header int handle keys migrated to typed sk_*_t signatures
handle_key_return,skia/binding/sk_color_space.h,skia/binding/sk_color_space.cpp,SkColorSpace_MakeSRGBLinear,48,done,,header int handle keys migrated to typed sk_*_t signatures
handle_key_return,skia/binding/sk_color_space.h,skia/binding/sk_color_space.cpp,SkColorSpace_MakeRGB,49,done,,header int handle keys migrated to typed sk_*_t signatures
handle_key_return,skia/binding/sk_color_space.h,skia/binding/sk_color_space.cpp,SkColorSpace_Make,50,done,,header int handle keys migrated to typed sk_*_t signatures
handle_key_return,skia/binding/sk_color_space.h,skia/binding/sk_color_space.cpp,SkColorSpace_Deserialize,51,done,,header int handle keys migrated to typed sk_*_t signatures
handle_key_return,skia/binding/sk_color_table.h,skia/binding/sk_color_table.cpp,SkColorTable_Make,30,done,,header return type migrated int -> sk_color_table_t
handle_key_return,skia/binding/sk_color_table.h,skia/binding/sk_color_table.cpp,SkColorTable_Make_2,31,done,,header return type migrated int -> sk_color_table_t
handle_key_return,skia/binding/sk_color_table.h,skia/binding/sk_color_table.cpp,SkColorTable_Deserialize,32,done,,header return type migrated int -> sk_color_table_t
handle_key_return,skia/binding/sk_contour_measure_iter.h,skia/binding/sk_contour_measure_iter.cpp,SkContourMeasureIter_next,19,done,,header return type migrated int -> sk_contour_measure_t
handle_key_return,skia/binding/sk_corner_path_effect.h,skia/binding/sk_corner_path_effect.cpp,SkCornerPathEffect_Make,16,done,,header return type migrated int -> sk_path_effect_t
handle_key_return,skia/binding/sk_cubic_map.h,skia/binding/sk_cubic_map.cpp,SkCubicMap_computeFromT,17,done,,header return type migrated int -> sk_point_t
handle_key_param,skia/binding/sk_cubic_map.h,skia/binding/sk_cubic_map.cpp,SkCubicMap_IsLinear,21,done,,header params migrated int -> sk_point_t
handle_key_return,skia/binding/sk_cubic_resampler.h,skia/binding/sk_cubic_resampler.cpp,SkCubicResampler_Mitchell,15,done,,header return type migrated int -> sk_cubic_resampler_t
handle_key_return,skia/binding/sk_cubic_resampler.h,skia/binding/sk_cubic_resampler.cpp,SkCubicResampler_CatmullRom,16,done,,header return type migrated int -> sk_cubic_resampler_t
handle_key_return,skia/binding/sk_dash_path_effect.h,skia/binding/sk_dash_path_effect.cpp,SkDashPathEffect_Make,16,done,,header return type migrated int -> sk_path_effect_t
handle_key_return,skia/binding/sk_data.h,skia/binding/sk_data.cpp,SkData_MakeWithCopy,35,done,,header int handle keys migrated to typed sk_data_t signatures
handle_key_return,skia/binding/sk_data.h,skia/binding/sk_data.cpp,SkData_MakeUninitialized,36,done,,header int handle keys migrated to typed sk_data_t signatures
handle_key_return,skia/binding/sk_data.h,skia/binding/sk_data.cpp,SkData_MakeZeroInitialized,37,done,,header int handle keys migrated to typed sk_data_t signatures
handle_key_return,skia/binding/sk_data.h,skia/binding/sk_data.cpp,SkData_MakeWithCString,38,done,,header int handle keys migrated to typed sk_data_t signatures
handle_key_return,skia/binding/sk_data.h,skia/binding/sk_data.cpp,SkData_MakeWithProc,39,done,,header int handle keys migrated to typed sk_data_t signatures
handle_key_return,skia/binding/sk_data.h,skia/binding/sk_data.cpp,SkData_MakeWithoutCopy,40,done,,header int handle keys migrated to typed sk_data_t signatures
handle_key_return,skia/binding/sk_data.h,skia/binding/sk_data.cpp,SkData_MakeFromMalloc,41,done,,header int handle keys migrated to typed sk_data_t signatures
handle_key_return,skia/binding/sk_data.h,skia/binding/sk_data.cpp,SkData_MakeFromFileName,42,done,,header int handle keys migrated to typed sk_data_t signatures
handle_key_return,skia/binding/sk_data.h,skia/binding/sk_data.cpp,SkData_MakeFromFILE,43,done,,header int handle keys migrated to typed sk_data_t signatures
handle_key_return,skia/binding/sk_data.h,skia/binding/sk_data.cpp,SkData_MakeFromFD,44,done,,header int handle keys migrated to typed sk_data_t signatures
handle_key_return,skia/binding/sk_data.h,skia/binding/sk_data.cpp,SkData_MakeFromStream,45,done,,header int handle keys migrated to typed sk_data_t signatures
handle_key_return,skia/binding/sk_data.h,skia/binding/sk_data.cpp,SkData_MakeSubset,46,done,,header int handle keys migrated to typed sk_data_t signatures
handle_key_return,skia/binding/sk_data.h,skia/binding/sk_data.cpp,SkData_MakeEmpty,47,done,,header int handle keys migrated to typed sk_data_t signatures
handle_key_return,skia/binding/sk_data_table.h,skia/binding/sk_data_table.cpp,SkDataTable_MakeEmpty,29,done,,header return type migrated int -> sk_data_table_t
handle_key_return,skia/binding/sk_data_table.h,skia/binding/sk_data_table.cpp,SkDataTable_MakeCopyArrays,30,done,,header return type migrated int -> sk_data_table_t
handle_key_return,skia/binding/sk_data_table.h,skia/binding/sk_data_table.cpp,SkDataTable_MakeCopyArray,31,done,,header return type migrated int -> sk_data_table_t
handle_key_return,skia/binding/sk_data_table.h,skia/binding/sk_data_table.cpp,SkDataTable_MakeArrayProc,32,done,,header return type migrated int -> sk_data_table_t
handle_key_return,skia/binding/sk_discrete_path_effect.h,skia/binding/sk_discrete_path_effect.cpp,SkDiscretePathEffect_Make,20,done,,header return type migrated int -> sk_path_effect_t
handle_key_return,skia/binding/sk_drawable.h,skia/binding/sk_drawable.cpp,SkDrawable_snapGpuDrawHandler,29,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_drawable.h,skia/binding/sk_drawable.cpp,SkDrawable_makePictureSnapshot,30,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_drawable.h,skia/binding/sk_drawable.cpp,SkDrawable_getBounds,32,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_drawable.h,skia/binding/sk_drawable.cpp,SkDrawable_getFactory,36,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_drawable.h,skia/binding/sk_drawable.cpp,SkDrawable_serialize,39,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_drawable.h,skia/binding/sk_drawable.cpp,SkDrawable_Deserialize,48,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_drawable.h,skia/binding/sk_drawable.cpp,SkDrawable_NameToFactory,49,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_param,skia/binding/sk_drawable.h,skia/binding/sk_drawable.cpp,SkDrawable_FactoryToName,50,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_param,skia/binding/sk_drawable.h,skia/binding/sk_drawable.cpp,SkDrawable_Register,51,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_dynamic_memory_w_stream.h,skia/binding/sk_dynamic_memory_w_stream.cpp,SkDynamicMemoryWStream_detachAsData,33,done,,header return type migrated int -> typed sk_data_t/sk_stream_asset_t
handle_key_return,skia/binding/sk_dynamic_memory_w_stream.h,skia/binding/sk_dynamic_memory_w_stream.cpp,SkDynamicMemoryWStream_detachAsStream,34,done,,header return type migrated int -> typed sk_data_t/sk_stream_asset_t
handle_key_return,skia/binding/sk_encoded_origin.h,skia/binding/sk_encoded_origin.cpp,SkEncodedOrigin_SkEncodedOriginToMatrix,13,done,,header return type migrated int -> sk_matrix_t
handle_key_return,skia/binding/sk_executor.h,skia/binding/sk_executor.cpp,SkExecutor_MakeFIFOThreadPool,20,done,,header return type migrated int -> sk_executor_t
handle_key_return,skia/binding/sk_executor.h,skia/binding/sk_executor.cpp,SkExecutor_MakeLIFOThreadPool,21,done,,header return type migrated int -> sk_executor_t
handle_key_return,skia/binding/sk_file_stream.h,skia/binding/sk_file_stream.cpp,SkFILEStream_duplicate,27,done,,header return type migrated int -> typed sk_stream_asset_t/sk_file_stream_t
handle_key_return,skia/binding/sk_file_stream.h,skia/binding/sk_file_stream.cpp,SkFILEStream_fork,31,done,,header return type migrated int -> typed sk_stream_asset_t/sk_file_stream_t
handle_key_return,skia/binding/sk_file_stream.h,skia/binding/sk_file_stream.cpp,SkFILEStream_Make,50,done,,header return type migrated int -> typed sk_stream_asset_t/sk_file_stream_t
handle_key_return,skia/binding/sk_flattenable.h,skia/binding/sk_flattenable.cpp,SkFlattenable_getFactory,21,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_flattenable.h,skia/binding/sk_flattenable.cpp,SkFlattenable_serialize,25,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_flattenable.h,skia/binding/sk_flattenable.cpp,SkFlattenable_NameToFactory,33,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_param,skia/binding/sk_flattenable.h,skia/binding/sk_flattenable.cpp,SkFlattenable_FactoryToName,34,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_param,skia/binding/sk_flattenable.h,skia/binding/sk_flattenable.cpp,SkFlattenable_Register,35,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_font.h,skia/binding/sk_font.cpp,SkFont_makeWithSize,44,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_font.h,skia/binding/sk_font.cpp,SkFont_refTypeface,49,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_param,skia/binding/sk_font.h,skia/binding/sk_font.cpp,SkFont_getPos,69,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return,skia/binding/sk_font_arguments.h,skia/binding/sk_font_arguments.cpp,SkFontArguments_setCollectionIndex,16,done,,header handle key return/param migrated int -> typed sk_*_t
handle_key_return|handle_key_param,skia/binding/sk_font_arguments.h,skia/binding/sk_font_arguments.cpp,SkFontArguments_setVariationDesignPosition,17,done,,header handle key return/param migrated int -> typed sk_*_t
