area,header,class,method,method_line,method_status,matched_capi,triage,priority,residual_kind,signature,generator_action,note
modules/sksg,modules/sksg/include/SkSGPaint.h,Color,onApplyToPaint,49,false_positive,SkSG_Color_Make|SkSG_Color_getColor|SkSG_Color_setColor,false_positive,P0,coverage_polish,void onApplyToPaint(SkPaint*) const override;,Phase 12 SkSG protected hook override,"Protected/internal SkSG virtual hook; public behavior is exposed through factory, attribute, render, or value wrappers rather than direct C ABI binding"
modules/sksg,modules/sksg/include/SkSGRect.h,Rect,onDraw,15,false_positive,SkSG_Rect_Make|SkSG_Rect_MakeXYWH,false_positive,P0,coverage_polish,"void onDraw(SkCanvas*, const SkPaint&) const override;",Phase 12 SkSG protected hook override,"Protected/internal SkSG virtual hook; public behavior is exposed through factory, attribute, render, or value wrappers rather than direct C ABI binding"
modules/sksg,modules/sksg/include/SkSGRect.h,Rect,onContains,15,false_positive,SkSG_Rect_Make|SkSG_Rect_MakeXYWH,false_positive,P0,coverage_polish,bool onContains(const SkPoint&) const override;,Phase 12 SkSG protected hook override,"Protected/internal SkSG virtual hook; public behavior is exposed through factory, attribute, render, or value wrappers rather than direct C ABI binding"
modules/sksg,modules/sksg/include/SkSGRect.h,Rect,onRevalidate,15,false_positive,SkSG_Rect_Make|SkSG_Rect_MakeXYWH,false_positive,P0,coverage_polish,"SkRect onRevalidate(InvalidationController*, const SkMatrix&) override;",Phase 12 SkSG protected hook override,"Protected/internal SkSG virtual hook; public behavior is exposed through factory, attribute, render, or value wrappers rather than direct C ABI binding"
modules/sksg,modules/sksg/include/SkSGRect.h,Rect,onAsPath,15,false_positive,SkSG_Rect_Make|SkSG_Rect_MakeXYWH,false_positive,P0,coverage_polish,SkPath onAsPath() const override;,Phase 12 SkSG protected hook override,"Protected/internal SkSG virtual hook; public behavior is exposed through factory, attribute, render, or value wrappers rather than direct C ABI binding"
modules/sksg,modules/sksg/include/SkSGRect.h,RRect,onDraw,59,false_positive,SkSG_RRect_Make|SkSG_RRect_MakeFromRRect,false_positive,P0,coverage_polish,"void onDraw(SkCanvas*, const SkPaint&) const override;",Phase 12 SkSG protected hook override,"Protected/internal SkSG virtual hook; public behavior is exposed through factory, attribute, render, or value wrappers rather than direct C ABI binding"
modules/sksg,modules/sksg/include/SkSGRect.h,RRect,onContains,59,false_positive,SkSG_RRect_Make|SkSG_RRect_MakeFromRRect,false_positive,P0,coverage_polish,bool onContains(const SkPoint&) const override;,Phase 12 SkSG protected hook override,"Protected/internal SkSG virtual hook; public behavior is exposed through factory, attribute, render, or value wrappers rather than direct C ABI binding"
modules/sksg,modules/sksg/include/SkSGRect.h,RRect,onRevalidate,59,false_positive,SkSG_RRect_Make|SkSG_RRect_MakeFromRRect,false_positive,P0,coverage_polish,"SkRect onRevalidate(InvalidationController*, const SkMatrix&) override;",Phase 12 SkSG protected hook override,"Protected/internal SkSG virtual hook; public behavior is exposed through factory, attribute, render, or value wrappers rather than direct C ABI binding"
modules/sksg,modules/sksg/include/SkSGRect.h,RRect,onAsPath,59,false_positive,SkSG_RRect_Make|SkSG_RRect_MakeFromRRect,false_positive,P0,coverage_polish,SkPath onAsPath() const override;,Phase 12 SkSG protected hook override,"Protected/internal SkSG virtual hook; public behavior is exposed through factory, attribute, render, or value wrappers rather than direct C ABI binding"
modules/sksg,modules/sksg/include/SkSGRenderEffect.h,ImageFilter,onRevalidate,85,false_positive,SkImageFilter_Deserialize|SkImageFilter_FactoryToName|SkImageFilter_NameToFactory|SkImageFilter_Register|SkImageFilter_asAColorFilter|SkImageFilter_asColorFilter|SkImageFilter_canComputeFastBounds|SkImageFilter_computeFastBounds,false_positive,P0,coverage_polish,"SkRect onRevalidate(InvalidationController*, const SkMatrix&) final;",Phase 12 SkSG protected hook override,"Protected/internal SkSG virtual hook; public behavior is exposed through factory, attribute, render, or value wrappers rather than direct C ABI binding"
modules/sksg,modules/sksg/include/SkSGRenderEffect.h,ImageFilter,onRevalidateFilter,85,false_positive,SkImageFilter_Deserialize|SkImageFilter_FactoryToName|SkImageFilter_NameToFactory|SkImageFilter_Register|SkImageFilter_asAColorFilter|SkImageFilter_asColorFilter|SkImageFilter_canComputeFastBounds|SkImageFilter_computeFastBounds,false_positive,P0,coverage_polish,virtual sk_sp<SkImageFilter> onRevalidateFilter() = 0;,Phase 12 SkSG protected hook override,"Protected/internal SkSG virtual hook; public behavior is exposed through factory, attribute, render, or value wrappers rather than direct C ABI binding"
modules/sksg,modules/sksg/include/SkSGRenderEffect.h,ImageFilterEffect,onNodeAt,120,false_positive,,false_positive,P0,coverage_polish,const RenderNode* onNodeAt(const SkPoint&) const override;,Phase 12 SkSG protected hook override,"Protected/internal SkSG virtual hook; public behavior is exposed through factory, attribute, render, or value wrappers rather than direct C ABI binding"
modules/sksg,modules/sksg/include/SkSGRenderEffect.h,ImageFilterEffect,onRevalidate,120,false_positive,,false_positive,P0,coverage_polish,"SkRect onRevalidate(InvalidationController*, const SkMatrix&) override;",Phase 12 SkSG protected hook override,"Protected/internal SkSG virtual hook; public behavior is exposed through factory, attribute, render, or value wrappers rather than direct C ABI binding"
modules/sksg,modules/sksg/include/SkSGRenderEffect.h,ExternalImageFilter,onRevalidateFilter,140,false_positive,,false_positive,P0,coverage_polish,sk_sp<SkImageFilter> onRevalidateFilter() override { return fImageFilter; },Phase 12 SkSG protected hook override,"Protected/internal SkSG virtual hook; public behavior is exposed through factory, attribute, render, or value wrappers rather than direct C ABI binding"
modules/sksg,modules/sksg/include/SkSGRenderEffect.h,BlenderEffect,onNodeAt,209,false_positive,SkSG_BlenderEffect_Make,false_positive,P0,coverage_polish,const RenderNode* onNodeAt(const SkPoint&) const override;,Phase 12 SkSG protected hook override,"Protected/internal SkSG virtual hook; public behavior is exposed through factory, attribute, render, or value wrappers rather than direct C ABI binding"
modules/sksg,modules/sksg/include/SkSGRenderEffect.h,LayerEffect,onRender,229,false_positive,SkSG_LayerEffect_Make,false_positive,P0,coverage_polish,"void onRender(SkCanvas*, const RenderContext*) const override;",Phase 12 SkSG protected hook override,"Protected/internal SkSG virtual hook; public behavior is exposed through factory, attribute, render, or value wrappers rather than direct C ABI binding"
modules/sksg,modules/sksg/include/SkSGText.h,Text,onDraw,18,false_positive,GrBackendFormat_makeTexture2D|GrBackendRenderTarget_getMtlTextureInfo|GrBackendTexture_asHandle|GrBackendTexture_backend|GrBackendTexture_delete|GrBackendTexture_dimensions|GrBackendTexture_getBackendFormat|GrBackendTexture_getLabel,false_positive,P0,coverage_polish,"void onDraw(SkCanvas*, const SkPaint&) const override;",Phase 12 SkSG protected hook override,"Protected/internal SkSG virtual hook; public behavior is exposed through factory, attribute, render, or value wrappers rather than direct C ABI binding"
modules/sksg,modules/sksg/include/SkSGText.h,Text,onContains,18,false_positive,GrBackendFormat_makeTexture2D|GrBackendRenderTarget_getMtlTextureInfo|GrBackendTexture_asHandle|GrBackendTexture_backend|GrBackendTexture_delete|GrBackendTexture_dimensions|GrBackendTexture_getBackendFormat|GrBackendTexture_getLabel,false_positive,P0,coverage_polish,bool onContains(const SkPoint&) const override;,Phase 12 SkSG protected hook override,"Protected/internal SkSG virtual hook; public behavior is exposed through factory, attribute, render, or value wrappers rather than direct C ABI binding"
modules/sksg,modules/sksg/include/SkSGText.h,Text,onRevalidate,18,false_positive,GrBackendFormat_makeTexture2D|GrBackendRenderTarget_getMtlTextureInfo|GrBackendTexture_asHandle|GrBackendTexture_backend|GrBackendTexture_delete|GrBackendTexture_dimensions|GrBackendTexture_getBackendFormat|GrBackendTexture_getLabel,false_positive,P0,coverage_polish,"SkRect onRevalidate(InvalidationController*, const SkMatrix&) override;",Phase 12 SkSG protected hook override,"Protected/internal SkSG virtual hook; public behavior is exposed through factory, attribute, render, or value wrappers rather than direct C ABI binding"
modules/sksg,modules/sksg/include/SkSGText.h,Text,onAsPath,18,false_positive,GrBackendFormat_makeTexture2D|GrBackendRenderTarget_getMtlTextureInfo|GrBackendTexture_asHandle|GrBackendTexture_backend|GrBackendTexture_delete|GrBackendTexture_dimensions|GrBackendTexture_getBackendFormat|GrBackendTexture_getLabel,false_positive,P0,coverage_polish,SkPath onAsPath() const override;,Phase 12 SkSG protected hook override,"Protected/internal SkSG virtual hook; public behavior is exposed through factory, attribute, render, or value wrappers rather than direct C ABI binding"
modules/svg,modules/svg/include/SkSVGAttributeParser.h,SkSVGAttributeParser,SkSVGAttributeParser,9,na,,na,P3,tracked,SkSVGAttributeParser(const char[]);,Phase 12 SVG internal context/parser override,SVG render/filter context or parser helper is internal plumbing; keep out of stable C ABI until a higher-level SVG editing API needs it
modules/svg,modules/svg/include/SkSVGAttributeParser.h,SkSVGAttributeParser,parseInteger,9,na,,na,P3,tracked,bool parseInteger(SkSVGIntegerType*);,Phase 12 SVG internal context/parser override,SVG render/filter context or parser helper is internal plumbing; keep out of stable C ABI until a higher-level SVG editing API needs it
modules/svg,modules/svg/include/SkSVGAttributeParser.h,SkSVGAttributeParser,parseViewBox,9,na,,na,P3,tracked,bool parseViewBox(SkSVGViewBoxType*);,Phase 12 SVG internal context/parser override,SVG render/filter context or parser helper is internal plumbing; keep out of stable C ABI until a higher-level SVG editing API needs it
modules/svg,modules/svg/include/SkSVGAttributeParser.h,SkSVGAttributeParser,parsePreserveAspectRatio,9,na,,na,P3,tracked,bool parsePreserveAspectRatio(SkSVGPreserveAspectRatio*);,Phase 12 SVG internal context/parser override,SVG render/filter context or parser helper is internal plumbing; keep out of stable C ABI until a higher-level SVG editing API needs it
modules/svg,modules/svg/include/SkSVGAttributeParser.h,SkSVGAttributeParser,parse,9,na,,na,P3,tracked,bool parse(SkSVGIntegerType* v) { return parseInteger(v); },Phase 12 SVG internal context/parser override,SVG render/filter context or parser helper is internal plumbing; keep out of stable C ABI until a higher-level SVG editing API needs it
modules/svg,modules/svg/include/SkSVGCircle.h,SkSVGCircle,onDraw,9,false_positive,,false_positive,P0,coverage_polish,"void onDraw(SkCanvas*, const SkSVGLengthContext&, const SkPaint&, SkPathFillType) const override;",Phase 12 SVG render hook override,SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGCircle.h,SkSVGCircle,onAsPath,9,false_positive,,false_positive,P0,coverage_polish,SkPath onAsPath(const SkSVGRenderContext&) const override;,Phase 12 SVG render hook override,SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGCircle.h,SkSVGCircle,onObjectBoundingBox,9,false_positive,,false_positive,P0,coverage_polish,SkRect onObjectBoundingBox(const SkSVGRenderContext&) const override;,Phase 12 SVG render hook override,SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGClipPath.h,SkSVGClipPath,parseAndSetAttribute,7,split_covered,,real_gap,P0,coverage_polish,"bool parseAndSetAttribute(const char*, const char*) override;",Phase 12 SVG generic attribute coverage override,Subclass parseAndSetAttribute is exercised through generic SkSVGNode_setAttributeString on borrowed DOM nodes
modules/svg,modules/svg/include/SkSVGClipPath.h,SkSVGClipPath,resolveClip,7,false_positive,,false_positive,P0,coverage_polish,SkPath resolveClip(const SkSVGRenderContext&) const;,Phase 12 SVG render hook override,SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGContainer.h,SkSVGContainer,appendChild,7,missing,,real_gap,P2,design_required,void appendChild(sk_sp<SkSVGNode>) override;,Phase 12 SVG node ownership classification,Standalone SVG node ownership and child transfer need a node owner model before exposing appendChild
modules/svg,modules/svg/include/SkSVGEllipse.h,SkSVGEllipse,onDraw,9,false_positive,,false_positive,P0,coverage_polish,"void onDraw(SkCanvas*, const SkSVGLengthContext&, const SkPaint&, SkPathFillType) const override;",Phase 12 SVG render hook override,SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGEllipse.h,SkSVGEllipse,onAsPath,9,false_positive,,false_positive,P0,coverage_polish,SkPath onAsPath(const SkSVGRenderContext&) const override;,Phase 12 SVG render hook override,SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGFe.h,SkSVGFe,makeImageFilter,10,false_positive,SkSVGFeInputType_delete|SkSVGFeInputType_equals|SkSVGFeInputType_id|SkSVGFeInputType_newWithId|SkSVGFeInputType_newWithType|SkSVGFeInputType_notEquals|SkSVGFeInputType_type|SkSVGFeTurbulenceBaseFrequency_delete,false_positive,P0,coverage_polish,"sk_sp<SkImageFilter> makeImageFilter(const SkSVGRenderContext& ctx, const SkSVGFilterContext& fctx) const;",Phase 12 SVG render hook override,SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGFe.h,SkSVGFe,resolveFilterSubregion,10,false_positive,SkSVGFeInputType_delete|SkSVGFeInputType_equals|SkSVGFeInputType_id|SkSVGFeInputType_newWithId|SkSVGFeInputType_newWithType|SkSVGFeInputType_notEquals|SkSVGFeInputType_type|SkSVGFeTurbulenceBaseFrequency_delete,false_positive,P0,coverage_polish,"SkRect resolveFilterSubregion(const SkSVGRenderContext&, const SkSVGFilterContext&) const;",Phase 12 SVG render hook override,SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGFe.h,SkSVGFe,resolveColorspace,10,false_positive,SkSVGFeInputType_delete|SkSVGFeInputType_equals|SkSVGFeInputType_id|SkSVGFeInputType_newWithId|SkSVGFeInputType_newWithType|SkSVGFeInputType_notEquals|SkSVGFeInputType_type|SkSVGFeTurbulenceBaseFrequency_delete,false_positive,P0,coverage_polish,"virtual SkSVGColorspace resolveColorspace(const SkSVGRenderContext&, const SkSVGFilterContext&) const;",Phase 12 SVG render hook override,SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGFe.h,SkSVGFe,applyProperties,10,false_positive,SkSVGFeInputType_delete|SkSVGFeInputType_equals|SkSVGFeInputType_id|SkSVGFeInputType_newWithId|SkSVGFeInputType_newWithType|SkSVGFeInputType_notEquals|SkSVGFeInputType_type|SkSVGFeTurbulenceBaseFrequency_delete,false_positive,P0,coverage_polish,void applyProperties(SkSVGRenderContext*) const;,Phase 12 SVG render hook override,SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGFe.h,SkSVGFe,onMakeImageFilter,10,false_positive,SkSVGFeInputType_delete|SkSVGFeInputType_equals|SkSVGFeInputType_id|SkSVGFeInputType_newWithId|SkSVGFeInputType_newWithType|SkSVGFeInputType_notEquals|SkSVGFeInputType_type|SkSVGFeTurbulenceBaseFrequency_delete,false_positive,P0,coverage_polish,"virtual sk_sp<SkImageFilter> onMakeImageFilter(const SkSVGRenderContext&, const SkSVGFilterContext&) const = 0;",Phase 12 SVG render hook override,SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGFe.h,SkSVGFe,getInputs,10,false_positive,SkSVGFeInputType_delete|SkSVGFeInputType_equals|SkSVGFeInputType_id|SkSVGFeInputType_newWithId|SkSVGFeInputType_newWithType|SkSVGFeInputType_notEquals|SkSVGFeInputType_type|SkSVGFeTurbulenceBaseFrequency_delete,false_positive,P0,coverage_polish,virtual std::vector<SkSVGFeInputType> getInputs() const = 0;,Phase 12 SVG render hook override,SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGFe.h,SkSVGFe,parseAndSetAttribute,10,split_covered,SkSVGFeInputType_delete|SkSVGFeInputType_equals|SkSVGFeInputType_id|SkSVGFeInputType_newWithId|SkSVGFeInputType_newWithType|SkSVGFeInputType_notEquals|SkSVGFeInputType_type|SkSVGFeTurbulenceBaseFrequency_delete,real_gap,P0,coverage_polish,"bool parseAndSetAttribute(const char*, const char*) override;",Phase 12 SVG generic attribute coverage override,Subclass parseAndSetAttribute is exercised through generic SkSVGNode_setAttributeString on borrowed DOM nodes
modules/svg,modules/svg/include/SkSVGFeBlend.h,SkSVGFeBlend,getInputs,15,false_positive,,false_positive,P0,coverage_polish,"std::vector<SkSVGFeInputType> getInputs() const override { return {this->getIn(), this->getIn2()}; }",Phase 12 SVG render hook override,SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGFeBlend.h,SkSVGFeBlend,parseAndSetAttribute,15,split_covered,,real_gap,P0,coverage_polish,"bool parseAndSetAttribute(const char*, const char*) override;",Phase 12 SVG generic attribute coverage override,Subclass parseAndSetAttribute is exercised through generic SkSVGNode_setAttributeString on borrowed DOM nodes
modules/svg,modules/svg/include/SkSVGFeColorMatrix.h,SkSVGFeColorMatrix,getInputs,8,false_positive,,false_positive,P0,coverage_polish,std::vector<SkSVGFeInputType> getInputs() const override { return {this->getIn()}; },Phase 12 SVG render hook override,SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGFeColorMatrix.h,SkSVGFeColorMatrix,parseAndSetAttribute,8,split_covered,,real_gap,P0,coverage_polish,"bool parseAndSetAttribute(const char*, const char*) override;",Phase 12 SVG generic attribute coverage override,Subclass parseAndSetAttribute is exercised through generic SkSVGNode_setAttributeString on borrowed DOM nodes
modules/svg,modules/svg/include/SkSVGFeComposite.h,SkSVGFeComposite,getInputs,8,false_positive,,false_positive,P0,coverage_polish,"std::vector<SkSVGFeInputType> getInputs() const override { return {this->getIn(), this->getIn2()}; }",Phase 12 SVG render hook override,SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGFeComposite.h,SkSVGFeComposite,parseAndSetAttribute,8,split_covered,,real_gap,P0,coverage_polish,"bool parseAndSetAttribute(const char*, const char*) override;",Phase 12 SVG generic attribute coverage override,Subclass parseAndSetAttribute is exercised through generic SkSVGNode_setAttributeString on borrowed DOM nodes
modules/svg,modules/svg/include/SkSVGFeDisplacementMap.h,SkSVGFeDisplacementMap,resolveColorspace,7,false_positive,,false_positive,P0,coverage_polish,"SkSVGColorspace resolveColorspace(const SkSVGRenderContext&, const SkSVGFilterContext&) const final;",Phase 12 SVG render hook override,SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGFeDisplacementMap.h,SkSVGFeDisplacementMap,getInputs,7,false_positive,,false_positive,P0,coverage_polish,"std::vector<SkSVGFeInputType> getInputs() const override { return {this->getIn(), this->getIn2()}; }",Phase 12 SVG render hook override,SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGFeDisplacementMap.h,SkSVGFeDisplacementMap,parseAndSetAttribute,7,split_covered,,real_gap,P0,coverage_polish,"bool parseAndSetAttribute(const char*, const char*) override;",Phase 12 SVG generic attribute coverage override,Subclass parseAndSetAttribute is exercised through generic SkSVGNode_setAttributeString on borrowed DOM nodes
modules/svg,modules/svg/include/SkSVGFeGaussianBlur.h,SkSVGFeGaussianBlur,getInputs,12,false_positive,,false_positive,P0,coverage_polish,std::vector<SkSVGFeInputType> getInputs() const override { return {this->getIn()}; },Phase 12 SVG render hook override,SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGFeGaussianBlur.h,SkSVGFeGaussianBlur,parseAndSetAttribute,12,split_covered,,real_gap,P0,coverage_polish,"bool parseAndSetAttribute(const char*, const char*) override;",Phase 12 SVG generic attribute coverage override,Subclass parseAndSetAttribute is exercised through generic SkSVGNode_setAttributeString on borrowed DOM nodes
modules/svg,modules/svg/include/SkSVGFeImage.h,SkSVGFeImage,onMakeImageFilter,7,false_positive,,false_positive,P0,coverage_polish,"sk_sp<SkImageFilter> onMakeImageFilter(const SkSVGRenderContext&, const SkSVGFilterContext&) const override;",Phase 12 SVG render hook override,SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGFeImage.h,SkSVGFeImage,getInputs,7,false_positive,,false_positive,P0,coverage_polish,std::vector<SkSVGFeInputType> getInputs() const override { return {}; },Phase 12 SVG render hook override,SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGFeLightSource.h,SkSVGFeLightSource,appendChild,8,missing,,real_gap,P2,design_required,"void appendChild(sk_sp<SkSVGNode>) final { SkDebugf(""cannot append child nodes to an SVG light source.\n""); }",Phase 12 SVG node ownership classification,Standalone SVG node ownership and child transfer need a node owner model before exposing appendChild
modules/svg,modules/svg/include/SkSVGFeLightSource.h,SkSVGFeDistantLight,computeDirection,21,false_positive,,false_positive,P0,coverage_polish,SkPoint3 computeDirection() const;,Phase 12 SVG render hook override,SVG render/filter virtual hook or render-time helper is internal behavior; public C ABI should expose node/value editing and DOM rendering entry points instead
modules/svg,modules/svg/include/SkSVGFeLightSource.h,SkSVGFeDistantLight,parseAndSetAttribute,21,split_covered,,real_gap,P0,coverage_polish,"bool parseAndSetAttribute(const char*, const char*) override;",Phase 12 SVG generic attribute coverage override,Subclass parseAndSetAttribute is exercised through generic SkSVGNode_setAttributeString on borrowed DOM nodes
modules/svg,modules/svg/include/SkSVGFeLightSource.h,SkSVGFePointLight,parseAndSetAttribute,40,split_covered,,real_gap,P0,coverage_polish,"bool parseAndSetAttribute(const char*, const char*) override;",Phase 12 SVG generic attribute coverage override,Subclass parseAndSetAttribute is exercised through generic SkSVGNode_setAttributeString on borrowed DOM nodes
