area,header,class,method,method_line,method_status,matched_capi,triage,priority,residual_kind,signature,generator_action,note
include/gpu,include/gpu/d3d/GrD3DTypes.h,GrD3DMemoryAllocator,createResource,111,na,,na,P3,tracked,"virtual gr_cp<ID3D12Resource> createResource(D3D12_HEAP_TYPE, const D3D12_RESOURCE_DESC*, D3D12_RESOURCE_STATES initialResourceState, sk_sp<GrD3DAlloc>* allocation, const D3D12_CLEAR_VALUE*) = 0;",Phase 11D GPU platform override,Direct3D allocator interface is platform-specific and unsupported by current Reskia build targets
include/gpu,include/gpu/d3d/GrD3DTypes.h,GrD3DMemoryAllocator,createAliasingResource,111,na,,na,P3,tracked,"virtual gr_cp<ID3D12Resource> createAliasingResource(sk_sp<GrD3DAlloc>& allocation, uint64_t localOffset, const D3D12_RESOURCE_DESC*, D3D12_RESOURCE_STATES initialResourceState, const D3D12_CLEAR_VALUE*) = 0;",Phase 11D GPU platform override,Direct3D allocator interface is platform-specific and unsupported by current Reskia build targets
include/gpu,include/gpu/d3d/GrD3DTypes.h,GrD3DTextureResourceInfo,GrD3DTextureResourceInfo,127,na,,na,P3,tracked,GrD3DTextureResourceInfo() = default;,Phase 11D GPU platform override,Direct3D resource info value is unsupported by current Reskia build targets
include/gpu,include/gpu/d3d/GrD3DTypes.h,GrD3DTextureResourceInfo,GrD3DTextureResourceInfo,127,na,,na,P3,tracked,"GrD3DTextureResourceInfo(ID3D12Resource* resource, const sk_sp<GrD3DAlloc> alloc, D3D12_RESOURCE_STATES resourceState, DXGI_FORMAT format, uint32_t sampleCount, uint32_t levelCount, unsigned int sampleQualityLevel, skgpu::Protected isProtec",Phase 11D GPU platform override,Direct3D resource info value is unsupported by current Reskia build targets
include/gpu,include/gpu/d3d/GrD3DTypes.h,GrD3DTextureResourceInfo,GrD3DTextureResourceInfo,127,na,,na,P3,tracked,"GrD3DTextureResourceInfo(const GrD3DTextureResourceInfo& info, D3D12_RESOURCE_STATES resourceState) : fResource(info.fResource) , fAlloc(info.fAlloc) , fResourceState(resourceState) , fFormat(info.fFormat) , fSampleCount(info.fSampleCount) ",Phase 11D GPU platform override,Direct3D resource info value is unsupported by current Reskia build targets
include/gpu,include/gpu/d3d/GrD3DTypes.h,GrD3DTextureResourceInfo,operator==,127,na,,na,P3,tracked,bool operator==(const GrD3DTextureResourceInfo& that) const { return fResource == that.fResource && fResourceState == that.fResourceState && fFormat == that.fFormat && fSampleCount == that.fSampleCount && fLevelCount == that.fLevelCount && ,Phase 11D GPU platform override,Direct3D resource info value is unsupported by current Reskia build targets
include/gpu,include/gpu/d3d/GrD3DTypes.h,GrD3DFenceInfo,GrD3DFenceInfo,176,na,,na,P3,tracked,"GrD3DFenceInfo() : fFence(nullptr) , fValue(0) { }",Phase 11D GPU platform override,Direct3D fence info value is unsupported by current Reskia build targets
include/gpu,include/gpu/GrDirectContext.h,GrDirectContext,priv,450,na,GrDirectContext_MakeMetal|GrDirectContext_MakeMock|GrDirectContext_MakeVulkan|GrDirectContext_abandonContext|GrDirectContext_abandoned|GrDirectContext_checkAsyncWorkCompletion|GrDirectContext_createBackendTexture|GrDirectContext_createBackendTextureFromPixmap,na,P3,tracked,GrDirectContextPriv priv();,Phase 11D GPU priv override,priv() exposes GrDirectContextPriv internal control surface; keep out of stable C ABI coverage
include/gpu,include/gpu/GrDirectContext.h,GrDirectContext,priv,450,na,GrDirectContext_MakeMetal|GrDirectContext_MakeMock|GrDirectContext_MakeVulkan|GrDirectContext_abandonContext|GrDirectContext_abandoned|GrDirectContext_checkAsyncWorkCompletion|GrDirectContext_createBackendTexture|GrDirectContext_createBackendTextureFromPixmap,na,P3,tracked,const GrDirectContextPriv priv() const;,Phase 11D GPU priv override,priv() exposes GrDirectContextPriv internal control surface; keep out of stable C ABI coverage
include/gpu,include/gpu/GrContextThreadSafeProxy.h,GrContextThreadSafeProxy,priv,24,na,GrContextThreadSafeProxy_compressedBackendFormat|GrContextThreadSafeProxy_createCharacterization|GrContextThreadSafeProxy_defaultBackendFormat|GrContextThreadSafeProxy_equals|GrContextThreadSafeProxy_isValid|GrContextThreadSafeProxy_maxSurfaceSampleCountForColorType|GrContextThreadSafeProxy_notEquals|GrContextThreadSafeProxy_release,na,P3,tracked,GrContextThreadSafeProxyPriv priv();,Phase 11D GPU priv override,priv() exposes internal Ganesh control surfaces; keep out of stable C ABI coverage
include/gpu,include/gpu/GrContextThreadSafeProxy.h,GrContextThreadSafeProxy,priv,24,na,GrContextThreadSafeProxy_compressedBackendFormat|GrContextThreadSafeProxy_createCharacterization|GrContextThreadSafeProxy_defaultBackendFormat|GrContextThreadSafeProxy_equals|GrContextThreadSafeProxy_isValid|GrContextThreadSafeProxy_maxSurfaceSampleCountForColorType|GrContextThreadSafeProxy_notEquals|GrContextThreadSafeProxy_release,na,P3,tracked,const GrContextThreadSafeProxyPriv priv() const;,Phase 11D GPU priv override,priv() exposes internal Ganesh control surfaces; keep out of stable C ABI coverage
include/gpu,include/gpu/GrRecordingContext.h,GrRecordingContext,priv,34,na,GrRecordingContext_abandoned|GrRecordingContext_colorTypeSupportedAsImage|GrRecordingContext_colorTypeSupportedAsSurface|GrRecordingContext_maxRenderTargetSize|GrRecordingContext_maxSurfaceSampleCountForColorType|GrRecordingContext_maxTextureSize|GrRecordingContext_supportsProtectedContent,na,P3,tracked,GrRecordingContextPriv priv();,Phase 11D GPU priv override,priv() exposes internal Ganesh control surfaces; keep out of stable C ABI coverage
include/gpu,include/gpu/GrRecordingContext.h,GrRecordingContext,priv,34,na,GrRecordingContext_abandoned|GrRecordingContext_colorTypeSupportedAsImage|GrRecordingContext_colorTypeSupportedAsSurface|GrRecordingContext_maxRenderTargetSize|GrRecordingContext_maxSurfaceSampleCountForColorType|GrRecordingContext_maxTextureSize|GrRecordingContext_supportsProtectedContent,na,P3,tracked,const GrRecordingContextPriv priv() const;,Phase 11D GPU priv override,priv() exposes internal Ganesh control surfaces; keep out of stable C ABI coverage
include/gpu,include/gpu/ShaderErrorHandler.h,ShaderErrorHandler,compileError,8,missing,,real_gap,P2,design_required,"virtual void compileError(const char* shader, const char* errors) = 0;",Phase 11D callback/design-required classification,"Abstract callback/provider interface requires a dedicated C ABI owner handle, vtable, and lifetime policy before binding"
include/gpu,include/gpu/ganesh/GrExternalTextureGenerator.h,GrExternalTexture,getBackendTexture,17,missing,,real_gap,P2,design_required,virtual GrBackendTexture getBackendTexture() = 0;,Phase 11D callback/design-required classification,"Abstract callback/provider interface requires a dedicated C ABI owner handle, vtable, and lifetime policy before binding"
include/gpu,include/gpu/ganesh/GrExternalTextureGenerator.h,GrExternalTexture,dispose,17,missing,,real_gap,P2,design_required,virtual void dispose() = 0;,Phase 11D callback/design-required classification,"Abstract callback/provider interface requires a dedicated C ABI owner handle, vtable, and lifetime policy before binding"
include/gpu,include/gpu/ganesh/GrExternalTextureGenerator.h,GrExternalTextureGenerator,GrExternalTextureGenerator,24,missing,,real_gap,P2,design_required,GrExternalTextureGenerator(const SkImageInfo& info);,Phase 11D callback/design-required classification,"Abstract callback/provider interface requires a dedicated C ABI owner handle, vtable, and lifetime policy before binding"
include/gpu,include/gpu/ganesh/GrExternalTextureGenerator.h,GrExternalTextureGenerator,onGenerateTexture,24,missing,,real_gap,P2,design_required,"GrSurfaceProxyView onGenerateTexture(GrRecordingContext*, const SkImageInfo&, skgpu::Mipmapped, GrImageTexGenPolicy) override;",Phase 11D callback/design-required classification,"Abstract callback/provider interface requires a dedicated C ABI owner handle, vtable, and lifetime policy before binding"
include/gpu,include/gpu/ganesh/GrExternalTextureGenerator.h,GrExternalTextureGenerator,generateExternalTexture,24,missing,,real_gap,P2,design_required,"virtual std::unique_ptr<GrExternalTexture> generateExternalTexture(GrRecordingContext *, skgpu::Mipmapped) = 0;",Phase 11D callback/design-required classification,"Abstract callback/provider interface requires a dedicated C ABI owner handle, vtable, and lifetime policy before binding"
include/gpu,include/gpu/gl/GrGLExtensions.h,GrGLExtensions,init,13,missing,,real_gap,P3,design_required,"bool init(GrGLStandard standard, GrGLFunction<GrGLGetStringFn> getString, GrGLFunction<GrGLGetStringiFn> getStringi, GrGLFunction<GrGLGetIntegervFn> getIntegerv, GrGLFunction<GrEGLQueryStringFn> queryString = nullptr, GrEGLDisplay eglDispla",Phase 11D callback/design-required classification,GL function/provider callback path requires function pointer ownership and platform loader policy before binding
include/gpu,include/gpu/gl/GrGLInterface.h,GrGLInterface,checkError,18,missing,,real_gap,P3,design_required,"GrGLenum checkError(const char* location, const char* call) const;",Phase 11D callback/design-required classification,GL function/provider callback path requires function pointer ownership and platform loader policy before binding
include/gpu,include/gpu/graphite/BackendSemaphore.h,BackendSemaphore,BackendSemaphore,15,missing,GrBackendSemaphore_backend|GrBackendSemaphore_delete|GrBackendSemaphore_initMetal|GrBackendSemaphore_initVulkan|GrBackendSemaphore_isInitialized|GrBackendSemaphore_mtlSemaphore|GrBackendSemaphore_mtlValue|GrBackendSemaphore_new,real_gap,P2,implementation_candidate,BackendSemaphore();,Phase 11D implementation-candidate classification,Graphite BackendSemaphore Metal/default value wrapper candidate; Vulkan-specific overloads are separately marked na
include/gpu,include/gpu/graphite/BackendSemaphore.h,BackendSemaphore,BackendSemaphore,15,missing,GrBackendSemaphore_backend|GrBackendSemaphore_delete|GrBackendSemaphore_initMetal|GrBackendSemaphore_initVulkan|GrBackendSemaphore_isInitialized|GrBackendSemaphore_mtlSemaphore|GrBackendSemaphore_mtlValue|GrBackendSemaphore_new,real_gap,P2,implementation_candidate,"BackendSemaphore(CFTypeRef mtlEvent, uint64_t value);",Phase 11D implementation-candidate classification,Graphite BackendSemaphore Metal/default value wrapper candidate; Vulkan-specific overloads are separately marked na
include/gpu,include/gpu/graphite/BackendSemaphore.h,BackendSemaphore,BackendSemaphore,15,missing,GrBackendSemaphore_backend|GrBackendSemaphore_delete|GrBackendSemaphore_initMetal|GrBackendSemaphore_initVulkan|GrBackendSemaphore_isInitialized|GrBackendSemaphore_mtlSemaphore|GrBackendSemaphore_mtlValue|GrBackendSemaphore_new,na,P3,tracked,BackendSemaphore(VkSemaphore semaphore);,Phase 11D Graphite platform override,Graphite Vulkan semaphore path is platform-specific and unsupported by current Reskia build targets
include/gpu,include/gpu/graphite/BackendSemaphore.h,BackendSemaphore,BackendSemaphore,15,missing,GrBackendSemaphore_backend|GrBackendSemaphore_delete|GrBackendSemaphore_initMetal|GrBackendSemaphore_initVulkan|GrBackendSemaphore_isInitialized|GrBackendSemaphore_mtlSemaphore|GrBackendSemaphore_mtlValue|GrBackendSemaphore_new,real_gap,P2,implementation_candidate,BackendSemaphore(const BackendSemaphore&);,Phase 11D implementation-candidate classification,Graphite BackendSemaphore Metal/default value wrapper candidate; Vulkan-specific overloads are separately marked na
include/gpu,include/gpu/graphite/BackendSemaphore.h,BackendSemaphore,isValid,15,missing,GrBackendSemaphore_backend|GrBackendSemaphore_delete|GrBackendSemaphore_initMetal|GrBackendSemaphore_initVulkan|GrBackendSemaphore_isInitialized|GrBackendSemaphore_mtlSemaphore|GrBackendSemaphore_mtlValue|GrBackendSemaphore_new,real_gap,P2,implementation_candidate,bool isValid() const { return fIsValid; },Phase 11D implementation-candidate classification,Graphite BackendSemaphore Metal/default value wrapper candidate; Vulkan-specific overloads are separately marked na
include/gpu,include/gpu/graphite/BackendSemaphore.h,BackendSemaphore,backend,15,missing,GrBackendSemaphore_backend|GrBackendSemaphore_delete|GrBackendSemaphore_initMetal|GrBackendSemaphore_initVulkan|GrBackendSemaphore_isInitialized|GrBackendSemaphore_mtlSemaphore|GrBackendSemaphore_mtlValue|GrBackendSemaphore_new,real_gap,P2,implementation_candidate,BackendApi backend() const { return fBackend; },Phase 11D implementation-candidate classification,Graphite BackendSemaphore Metal/default value wrapper candidate; Vulkan-specific overloads are separately marked na
include/gpu,include/gpu/graphite/BackendSemaphore.h,BackendSemaphore,getMtlEvent,15,missing,GrBackendSemaphore_backend|GrBackendSemaphore_delete|GrBackendSemaphore_initMetal|GrBackendSemaphore_initVulkan|GrBackendSemaphore_isInitialized|GrBackendSemaphore_mtlSemaphore|GrBackendSemaphore_mtlValue|GrBackendSemaphore_new,real_gap,P2,implementation_candidate,CFTypeRef getMtlEvent() const;,Phase 11D implementation-candidate classification,Graphite BackendSemaphore Metal/default value wrapper candidate; Vulkan-specific overloads are separately marked na
include/gpu,include/gpu/graphite/BackendSemaphore.h,BackendSemaphore,getMtlValue,15,missing,GrBackendSemaphore_backend|GrBackendSemaphore_delete|GrBackendSemaphore_initMetal|GrBackendSemaphore_initVulkan|GrBackendSemaphore_isInitialized|GrBackendSemaphore_mtlSemaphore|GrBackendSemaphore_mtlValue|GrBackendSemaphore_new,real_gap,P2,implementation_candidate,uint64_t getMtlValue() const;,Phase 11D implementation-candidate classification,Graphite BackendSemaphore Metal/default value wrapper candidate; Vulkan-specific overloads are separately marked na
include/gpu,include/gpu/graphite/BackendSemaphore.h,BackendSemaphore,getVkSemaphore,15,na,GrBackendSemaphore_backend|GrBackendSemaphore_delete|GrBackendSemaphore_initMetal|GrBackendSemaphore_initVulkan|GrBackendSemaphore_isInitialized|GrBackendSemaphore_mtlSemaphore|GrBackendSemaphore_mtlValue|GrBackendSemaphore_new,na,P3,tracked,VkSemaphore getVkSemaphore() const;,Phase 11D Graphite platform override,Graphite Vulkan semaphore path is platform-specific and unsupported by current Reskia build targets
include/gpu,include/gpu/graphite/BackendTexture.h,BackendTexture,getDawnTexturePtr,26,na,Graphite_BackendTexture_backend|Graphite_BackendTexture_delete|Graphite_BackendTexture_dimensions|Graphite_BackendTexture_equals|Graphite_BackendTexture_getMtlTexture|Graphite_BackendTexture_info|Graphite_BackendTexture_isValid|Graphite_BackendTexture_new,na,P3,tracked,WGPUTexture getDawnTexturePtr() const;,Phase 11D Graphite platform override,Graphite Dawn backend texture accessor is platform-specific and unsupported by current Reskia build targets
include/gpu,include/gpu/graphite/BackendTexture.h,BackendTexture,getVkImage,26,na,Graphite_BackendTexture_backend|Graphite_BackendTexture_delete|Graphite_BackendTexture_dimensions|Graphite_BackendTexture_equals|Graphite_BackendTexture_getMtlTexture|Graphite_BackendTexture_info|Graphite_BackendTexture_isValid|Graphite_BackendTexture_new,na,P3,tracked,VkImage getVkImage() const;,Phase 11D Graphite platform override,Graphite Vulkan backend texture accessor is platform-specific and unsupported by current Reskia build targets
include/gpu,include/gpu/graphite/BackendTexture.h,BackendTexture,getVkImageLayout,26,na,Graphite_BackendTexture_backend|Graphite_BackendTexture_delete|Graphite_BackendTexture_dimensions|Graphite_BackendTexture_equals|Graphite_BackendTexture_getMtlTexture|Graphite_BackendTexture_info|Graphite_BackendTexture_isValid|Graphite_BackendTexture_new,na,P3,tracked,VkImageLayout getVkImageLayout() const;,Phase 11D Graphite platform override,Graphite Vulkan backend texture accessor is platform-specific and unsupported by current Reskia build targets
include/gpu,include/gpu/graphite/BackendTexture.h,BackendTexture,getVkQueueFamilyIndex,26,na,Graphite_BackendTexture_backend|Graphite_BackendTexture_delete|Graphite_BackendTexture_dimensions|Graphite_BackendTexture_equals|Graphite_BackendTexture_getMtlTexture|Graphite_BackendTexture_info|Graphite_BackendTexture_isValid|Graphite_BackendTexture_new,na,P3,tracked,uint32_t getVkQueueFamilyIndex() const;,Phase 11D Graphite platform override,Graphite Vulkan backend texture accessor is platform-specific and unsupported by current Reskia build targets
include/gpu,include/gpu/graphite/BackendTexture.h,BackendTexture,getMemoryAlloc,26,na,Graphite_BackendTexture_backend|Graphite_BackendTexture_delete|Graphite_BackendTexture_dimensions|Graphite_BackendTexture_equals|Graphite_BackendTexture_getMtlTexture|Graphite_BackendTexture_info|Graphite_BackendTexture_isValid|Graphite_BackendTexture_new,na,P3,tracked,const VulkanAlloc* getMemoryAlloc() const;,Phase 11D Graphite platform override,Graphite Vulkan backend texture accessor is platform-specific and unsupported by current Reskia build targets
include/gpu,include/gpu/graphite/Context.h,Context,insertRecording,35,missing,Graphite_Context_backend|Graphite_Context_checkAsyncWorkCompletion|Graphite_Context_currentBudgetedBytes|Graphite_Context_deleteBackendTexture|Graphite_Context_dumpMemoryStatistics|Graphite_Context_freeGpuResources|Graphite_Context_makeRecorder|Graphite_Context_performDeferredCleanup,real_gap,P2,design_required,bool insertRecording(const InsertRecordingInfo&);,Phase 11D callback/design-required classification,"Requires explicit C ABI ownership/lifetime design for callbacks, provider objects, recording transfer, or returned borrowed canvas/image handles; keep as missing until Phase 14 callback/provider batch"
include/gpu,include/gpu/graphite/Context.h,Context,asyncRescaleAndReadPixels,35,missing,Graphite_Context_backend|Graphite_Context_checkAsyncWorkCompletion|Graphite_Context_currentBudgetedBytes|Graphite_Context_deleteBackendTexture|Graphite_Context_dumpMemoryStatistics|Graphite_Context_freeGpuResources|Graphite_Context_makeRecorder|Graphite_Context_performDeferredCleanup,real_gap,P2,design_required,"void asyncRescaleAndReadPixels(const SkImage* image, const SkImageInfo& dstImageInfo, const SkIRect& srcRect, SkImage::RescaleGamma rescaleGamma, SkImage::RescaleMode rescaleMode, SkImage::ReadPixelsCallback callback, SkImage::ReadPixelsCon",Phase 11D callback/design-required classification,"Requires explicit C ABI ownership/lifetime design for callbacks, provider objects, recording transfer, or returned borrowed canvas/image handles; keep as missing until Phase 14 callback/provider batch"
include/gpu,include/gpu/graphite/Context.h,Context,asyncRescaleAndReadPixels,35,missing,Graphite_Context_backend|Graphite_Context_checkAsyncWorkCompletion|Graphite_Context_currentBudgetedBytes|Graphite_Context_deleteBackendTexture|Graphite_Context_dumpMemoryStatistics|Graphite_Context_freeGpuResources|Graphite_Context_makeRecorder|Graphite_Context_performDeferredCleanup,real_gap,P2,design_required,"void asyncRescaleAndReadPixels(const SkSurface* surface, const SkImageInfo& dstImageInfo, const SkIRect& srcRect, SkImage::RescaleGamma rescaleGamma, SkImage::RescaleMode rescaleMode, SkImage::ReadPixelsCallback callback, SkImage::ReadPixel",Phase 11D callback/design-required classification,"Requires explicit C ABI ownership/lifetime design for callbacks, provider objects, recording transfer, or returned borrowed canvas/image handles; keep as missing until Phase 14 callback/provider batch"
include/gpu,include/gpu/graphite/Context.h,Context,asyncRescaleAndReadPixelsYUV420,35,missing,Graphite_Context_backend|Graphite_Context_checkAsyncWorkCompletion|Graphite_Context_currentBudgetedBytes|Graphite_Context_deleteBackendTexture|Graphite_Context_dumpMemoryStatistics|Graphite_Context_freeGpuResources|Graphite_Context_makeRecorder|Graphite_Context_performDeferredCleanup,real_gap,P2,design_required,"void asyncRescaleAndReadPixelsYUV420(const SkImage*, SkYUVColorSpace yuvColorSpace, sk_sp<SkColorSpace> dstColorSpace, const SkIRect& srcRect, const SkISize& dstSize, SkImage::RescaleGamma rescaleGamma, SkImage::RescaleMode rescaleMode, SkI",Phase 11D callback/design-required classification,"Requires explicit C ABI ownership/lifetime design for callbacks, provider objects, recording transfer, or returned borrowed canvas/image handles; keep as missing until Phase 14 callback/provider batch"
include/gpu,include/gpu/graphite/Context.h,Context,asyncRescaleAndReadPixelsYUV420,35,missing,Graphite_Context_backend|Graphite_Context_checkAsyncWorkCompletion|Graphite_Context_currentBudgetedBytes|Graphite_Context_deleteBackendTexture|Graphite_Context_dumpMemoryStatistics|Graphite_Context_freeGpuResources|Graphite_Context_makeRecorder|Graphite_Context_performDeferredCleanup,real_gap,P2,design_required,"void asyncRescaleAndReadPixelsYUV420(const SkSurface*, SkYUVColorSpace yuvColorSpace, sk_sp<SkColorSpace> dstColorSpace, const SkIRect& srcRect, const SkISize& dstSize, SkImage::RescaleGamma rescaleGamma, SkImage::RescaleMode rescaleMode, S",Phase 11D callback/design-required classification,"Requires explicit C ABI ownership/lifetime design for callbacks, provider objects, recording transfer, or returned borrowed canvas/image handles; keep as missing until Phase 14 callback/provider batch"
include/gpu,include/gpu/graphite/Context.h,Context,asyncRescaleAndReadPixelsYUVA420,35,missing,Graphite_Context_backend|Graphite_Context_checkAsyncWorkCompletion|Graphite_Context_currentBudgetedBytes|Graphite_Context_deleteBackendTexture|Graphite_Context_dumpMemoryStatistics|Graphite_Context_freeGpuResources|Graphite_Context_makeRecorder|Graphite_Context_performDeferredCleanup,real_gap,P2,design_required,"void asyncRescaleAndReadPixelsYUVA420(const SkImage*, SkYUVColorSpace yuvColorSpace, sk_sp<SkColorSpace> dstColorSpace, const SkIRect& srcRect, const SkISize& dstSize, SkImage::RescaleGamma rescaleGamma, SkImage::RescaleMode rescaleMode, Sk",Phase 11D callback/design-required classification,"Requires explicit C ABI ownership/lifetime design for callbacks, provider objects, recording transfer, or returned borrowed canvas/image handles; keep as missing until Phase 14 callback/provider batch"
