area,header,class,method,method_line,method_status,matched_capi,triage,priority,residual_kind,signature,generator_action,note
modules/skparagraph,modules/skparagraph/include/ParagraphPainter.h,ParagraphPainter,drawFilledRect,40,missing,,na,P3,callback_design_required,"virtual void drawFilledRect(const SkRect& rect, const DecorationStyle& decorStyle) = 0;",Phase 13 paragraph painter override,ParagraphPainter is a pure virtual painter callback surface; direct methods require a C callback/vtable owner design and belong with the Phase 14 callback/provider batch
modules/skparagraph,modules/skparagraph/include/ParagraphPainter.h,ParagraphPainter,drawPath,40,missing,,na,P3,callback_design_required,"virtual void drawPath(const SkPath& path, const DecorationStyle& decorStyle) = 0;",Phase 13 paragraph painter override,ParagraphPainter is a pure virtual painter callback surface; direct methods require a C callback/vtable owner design and belong with the Phase 14 callback/provider batch
modules/skparagraph,modules/skparagraph/include/ParagraphPainter.h,ParagraphPainter,drawLine,40,missing,,na,P3,callback_design_required,"virtual void drawLine(SkScalar x0, SkScalar y0, SkScalar x1, SkScalar y1, const DecorationStyle& decorStyle) = 0;",Phase 13 paragraph painter override,ParagraphPainter is a pure virtual painter callback surface; direct methods require a C callback/vtable owner design and belong with the Phase 14 callback/provider batch
modules/skparagraph,modules/skparagraph/include/ParagraphPainter.h,ParagraphPainter,clipRect,40,missing,,na,P3,callback_design_required,virtual void clipRect(const SkRect& rect) = 0;,Phase 13 paragraph painter override,ParagraphPainter is a pure virtual painter callback surface; direct methods require a C callback/vtable owner design and belong with the Phase 14 callback/provider batch
modules/skparagraph,modules/skparagraph/include/ParagraphPainter.h,ParagraphPainter,translate,40,missing,,na,P3,callback_design_required,"virtual void translate(SkScalar dx, SkScalar dy) = 0;",Phase 13 paragraph painter override,ParagraphPainter is a pure virtual painter callback surface; direct methods require a C callback/vtable owner design and belong with the Phase 14 callback/provider batch
modules/skparagraph,modules/skparagraph/include/ParagraphPainter.h,ParagraphPainter,save,40,missing,,na,P3,callback_design_required,virtual void save() = 0;,Phase 13 paragraph painter override,ParagraphPainter is a pure virtual painter callback surface; direct methods require a C callback/vtable owner design and belong with the Phase 14 callback/provider batch
modules/skparagraph,modules/skparagraph/include/ParagraphPainter.h,ParagraphPainter,restore,40,missing,,na,P3,callback_design_required,virtual void restore() = 0;,Phase 13 paragraph painter override,ParagraphPainter is a pure virtual painter callback surface; direct methods require a C callback/vtable owner design and belong with the Phase 14 callback/provider batch
modules/skparagraph,modules/skparagraph/include/TextStyle.h,Block,Block,337,missing,,na,P3,paragraph_internal_value,Block() = default;,Phase 13 paragraph internal value override,"Block is an internal paragraph layout/style record with no standalone user-facing lifecycle in current C ABI; public paragraph results are exposed through existing TextStyle, PlaceholderStyle, and LineMetrics wrappers"
modules/skparagraph,modules/skparagraph/include/TextStyle.h,Block,Block,337,missing,,na,P3,paragraph_internal_value,"Block(size_t start, size_t end, const TextStyle& style) : fRange(start, end), fStyle(style) {}",Phase 13 paragraph internal value override,"Block is an internal paragraph layout/style record with no standalone user-facing lifecycle in current C ABI; public paragraph results are exposed through existing TextStyle, PlaceholderStyle, and LineMetrics wrappers"
modules/skparagraph,modules/skparagraph/include/TextStyle.h,Block,Block,337,missing,,na,P3,paragraph_internal_value,"Block(TextRange textRange, const TextStyle& style) : fRange(textRange), fStyle(style) {}",Phase 13 paragraph internal value override,"Block is an internal paragraph layout/style record with no standalone user-facing lifecycle in current C ABI; public paragraph results are exposed through existing TextStyle, PlaceholderStyle, and LineMetrics wrappers"
modules/skparagraph,modules/skparagraph/include/TextStyle.h,Block,add,337,missing,,na,P3,paragraph_internal_value,"void add(TextRange tail) { SkASSERT(fRange.end == tail.start); fRange = TextRange(fRange.start, fRange.start + fRange.width() + tail.width()); }",Phase 13 paragraph internal value override,"Block is an internal paragraph layout/style record with no standalone user-facing lifecycle in current C ABI; public paragraph results are exposed through existing TextStyle, PlaceholderStyle, and LineMetrics wrappers"
modules/skparagraph,modules/skparagraph/include/TextStyle.h,Placeholder,Placeholder,357,missing,SkParagraph_ParagraphBuilder_addPlaceholder|SkParagraph_Paragraph_getRectsForPlaceholders|SkParagraph_PlaceholderStyle_Make|SkParagraph_PlaceholderStyle_equals|SkParagraph_TextStyle_cloneForPlaceholder|SkParagraph_TextStyle_isPlaceholder|SkParagraph_TextStyle_setPlaceholder|SkPicture_MakePlaceholder,na,P3,paragraph_internal_value,Placeholder() = default;,Phase 13 paragraph internal value override,"Placeholder is an internal paragraph layout/style record with no standalone user-facing lifecycle in current C ABI; public paragraph results are exposed through existing TextStyle, PlaceholderStyle, and LineMetrics wrappers"
modules/skparagraph,modules/skparagraph/include/TextStyle.h,Placeholder,Placeholder,357,missing,SkParagraph_ParagraphBuilder_addPlaceholder|SkParagraph_Paragraph_getRectsForPlaceholders|SkParagraph_PlaceholderStyle_Make|SkParagraph_PlaceholderStyle_equals|SkParagraph_TextStyle_cloneForPlaceholder|SkParagraph_TextStyle_isPlaceholder|SkParagraph_TextStyle_setPlaceholder|SkPicture_MakePlaceholder,na,P3,paragraph_internal_value,"Placeholder(size_t start, size_t end, const PlaceholderStyle& style, const TextStyle& textStyle, BlockRange blocksBefore, TextRange textBefore) : fRange(start, end) , fStyle(style) , fTextStyle(textStyle) , fBlocksBefore(blocksBefore) , fTe",Phase 13 paragraph internal value override,"Placeholder is an internal paragraph layout/style record with no standalone user-facing lifecycle in current C ABI; public paragraph results are exposed through existing TextStyle, PlaceholderStyle, and LineMetrics wrappers"
modules/skunicode,modules/skunicode/include/SkUnicode.h,SkBidiIterator,SkBidiIterator,47,missing,,false_positive,P0,abstract_iterator_special_member,SkBidiIterator() = default;,Cycle 060 SkUnicode abstract iterator override,SkBidiIterator is an abstract iterator produced by SkUnicode factory C APIs; direct default construction is not a usable C ABI surface
modules/skunicode,modules/skunicode/include/SkUnicode.h,SkBidiIterator,SkBidiIterator,47,missing,,false_positive,P0,abstract_iterator_special_member,SkBidiIterator(const SkBidiIterator&) = default;,Cycle 060 SkUnicode abstract iterator override,SkBidiIterator copy construction is a special member on an abstract iterator; lifetime and access are represented by existing factory/delete/query wrappers
modules/skunicode,modules/skunicode/include/SkUnicode.h,SkBreakIterator,SkBreakIterator,67,missing,,false_positive,P0,abstract_iterator_special_member,SkBreakIterator() = default;,Cycle 060 SkUnicode abstract iterator override,SkBreakIterator is an abstract iterator produced by SkUnicode factory C APIs; direct default construction is not a usable C ABI surface
modules/skunicode,modules/skunicode/include/SkUnicode.h,SkBreakIterator,SkBreakIterator,67,missing,,false_positive,P0,abstract_iterator_special_member,SkBreakIterator(const SkBreakIterator&) = default;,Cycle 060 SkUnicode abstract iterator override,SkBreakIterator copy construction is a special member on an abstract iterator; lifetime and access are represented by existing factory/delete/query wrappers
modules/skplaintexteditor,modules/skplaintexteditor/include/editor.h,Editor,getHeight,20,missing,,na,P3,optional_module_not_imported,int getHeight() const { return fHeight; },Phase 13 plaintext editor optional-module override,"skplaintexteditor is present only in vendor/skia-upstream; Reskia does not mirror/build this optional module yet, so C ABI binding requires a separate module promotion phase"
modules/skplaintexteditor,modules/skplaintexteditor/include/editor.h,Editor,setWidth,20,missing,,na,P3,optional_module_not_imported,void setWidth(int w);,Phase 13 plaintext editor optional-module override,"skplaintexteditor is present only in vendor/skia-upstream; Reskia does not mirror/build this optional module yet, so C ABI binding requires a separate module promotion phase"
modules/skplaintexteditor,modules/skplaintexteditor/include/editor.h,Editor,font,20,missing,,na,P3,optional_module_not_imported,const SkFont& font() const { return fFont; },Phase 13 plaintext editor optional-module override,"skplaintexteditor is present only in vendor/skia-upstream; Reskia does not mirror/build this optional module yet, so C ABI binding requires a separate module promotion phase"
modules/skplaintexteditor,modules/skplaintexteditor/include/editor.h,Editor,setFont,20,missing,,na,P3,optional_module_not_imported,void setFont(SkFont font);,Phase 13 plaintext editor optional-module override,"skplaintexteditor is present only in vendor/skia-upstream; Reskia does not mirror/build this optional module yet, so C ABI binding requires a separate module promotion phase"
modules/skplaintexteditor,modules/skplaintexteditor/include/editor.h,Editor,text,43,missing,,na,P3,optional_module_not_imported,Text text() const { return Text{fLines}; },Phase 13 plaintext editor optional-module override,"skplaintexteditor is present only in vendor/skia-upstream; Reskia does not mirror/build this optional module yet, so C ABI binding requires a separate module promotion phase"
modules/skplaintexteditor,modules/skplaintexteditor/include/editor.h,Editor,lineHeight,43,missing,,na,P3,optional_module_not_imported,int lineHeight(size_t index) const { return fLines[index].fHeight; },Phase 13 plaintext editor optional-module override,"skplaintexteditor is present only in vendor/skia-upstream; Reskia does not mirror/build this optional module yet, so C ABI binding requires a separate module promotion phase"
modules/skplaintexteditor,modules/skplaintexteditor/include/editor.h,Editor,move,68,missing,,na,P3,optional_module_not_imported,"TextPosition move(Editor::Movement move, Editor::TextPosition pos) const;",Phase 13 plaintext editor optional-module override,"skplaintexteditor is present only in vendor/skia-upstream; Reskia does not mirror/build this optional module yet, so C ABI binding requires a separate module promotion phase"
modules/skplaintexteditor,modules/skplaintexteditor/include/editor.h,Editor,getPosition,68,missing,,na,P3,optional_module_not_imported,TextPosition getPosition(SkIPoint);,Phase 13 plaintext editor optional-module override,"skplaintexteditor is present only in vendor/skia-upstream; Reskia does not mirror/build this optional module yet, so C ABI binding requires a separate module promotion phase"
modules/skplaintexteditor,modules/skplaintexteditor/include/editor.h,Editor,getLocation,68,missing,,na,P3,optional_module_not_imported,SkRect getLocation(TextPosition);,Phase 13 plaintext editor optional-module override,"skplaintexteditor is present only in vendor/skia-upstream; Reskia does not mirror/build this optional module yet, so C ABI binding requires a separate module promotion phase"
modules/skplaintexteditor,modules/skplaintexteditor/include/editor.h,Editor,insert,68,missing,,na,P3,optional_module_not_imported,"TextPosition insert(TextPosition, const char* utf8Text, size_t byteLen);",Phase 13 plaintext editor optional-module override,"skplaintexteditor is present only in vendor/skia-upstream; Reskia does not mirror/build this optional module yet, so C ABI binding requires a separate module promotion phase"
modules/skplaintexteditor,modules/skplaintexteditor/include/editor.h,Editor,remove,68,missing,,na,P3,optional_module_not_imported,"TextPosition remove(TextPosition, TextPosition);",Phase 13 plaintext editor optional-module override,"skplaintexteditor is present only in vendor/skia-upstream; Reskia does not mirror/build this optional module yet, so C ABI binding requires a separate module promotion phase"
modules/skplaintexteditor,modules/skplaintexteditor/include/editor.h,Editor,copy,68,missing,,na,P3,optional_module_not_imported,"size_t copy(TextPosition pos1, TextPosition pos2, char* dst = nullptr) const;",Phase 13 plaintext editor optional-module override,"skplaintexteditor is present only in vendor/skia-upstream; Reskia does not mirror/build this optional module yet, so C ABI binding requires a separate module promotion phase"
modules/skplaintexteditor,modules/skplaintexteditor/include/editor.h,Editor,lineCount,68,missing,,na,P3,optional_module_not_imported,size_t lineCount() const { return fLines.size(); },Phase 13 plaintext editor optional-module override,"skplaintexteditor is present only in vendor/skia-upstream; Reskia does not mirror/build this optional module yet, so C ABI binding requires a separate module promotion phase"
modules/skplaintexteditor,modules/skplaintexteditor/include/stringslice.h,StringSlice,StringSlice,10,missing,,na,P3,optional_module_not_imported,StringSlice() = default;,Phase 13 plaintext editor optional-module override,"skplaintexteditor is present only in vendor/skia-upstream; Reskia does not mirror/build this optional module yet, so C ABI binding requires a separate module promotion phase"
modules/skplaintexteditor,modules/skplaintexteditor/include/stringslice.h,StringSlice,StringSlice,10,missing,,na,P3,optional_module_not_imported,"StringSlice(const char* s, std::size_t l) { this->insert(0, s, l); }",Phase 13 plaintext editor optional-module override,"skplaintexteditor is present only in vendor/skia-upstream; Reskia does not mirror/build this optional module yet, so C ABI binding requires a separate module promotion phase"
modules/skplaintexteditor,modules/skplaintexteditor/include/stringslice.h,StringSlice,begin,10,missing,,na,P3,optional_module_not_imported,const char* begin() const { return fPtr.get(); },Phase 13 plaintext editor optional-module override,"skplaintexteditor is present only in vendor/skia-upstream; Reskia does not mirror/build this optional module yet, so C ABI binding requires a separate module promotion phase"
modules/skplaintexteditor,modules/skplaintexteditor/include/stringslice.h,StringSlice,end,10,missing,,na,P3,optional_module_not_imported,const char* end() const { return fPtr ? fPtr.get() + fLength : nullptr; },Phase 13 plaintext editor optional-module override,"skplaintexteditor is present only in vendor/skia-upstream; Reskia does not mirror/build this optional module yet, so C ABI binding requires a separate module promotion phase"
modules/skplaintexteditor,modules/skplaintexteditor/include/stringslice.h,StringSlice,size,10,missing,,na,P3,optional_module_not_imported,std::size_t size() const { return fLength; },Phase 13 plaintext editor optional-module override,"skplaintexteditor is present only in vendor/skia-upstream; Reskia does not mirror/build this optional module yet, so C ABI binding requires a separate module promotion phase"
modules/skplaintexteditor,modules/skplaintexteditor/include/stringslice.h,StringSlice,view,10,missing,,na,P3,optional_module_not_imported,"SkPlainTextEditor::StringView view() const { return {fPtr.get(), fLength}; }",Phase 13 plaintext editor optional-module override,"skplaintexteditor is present only in vendor/skia-upstream; Reskia does not mirror/build this optional module yet, so C ABI binding requires a separate module promotion phase"
modules/skplaintexteditor,modules/skplaintexteditor/include/stringslice.h,StringSlice,insert,10,missing,,na,P3,optional_module_not_imported,"void insert(std::size_t offset, const char* text, std::size_t length);",Phase 13 plaintext editor optional-module override,"skplaintexteditor is present only in vendor/skia-upstream; Reskia does not mirror/build this optional module yet, so C ABI binding requires a separate module promotion phase"
modules/skplaintexteditor,modules/skplaintexteditor/include/stringslice.h,StringSlice,remove,10,missing,,na,P3,optional_module_not_imported,"void remove(std::size_t offset, std::size_t length);",Phase 13 plaintext editor optional-module override,"skplaintexteditor is present only in vendor/skia-upstream; Reskia does not mirror/build this optional module yet, so C ABI binding requires a separate module promotion phase"
modules/skplaintexteditor,modules/skplaintexteditor/include/stringslice.h,StringSlice,reserve,10,missing,,na,P3,optional_module_not_imported,void reserve(std::size_t size) { if (size > fCapacity) { this->realloc(size); } },Phase 13 plaintext editor optional-module override,"skplaintexteditor is present only in vendor/skia-upstream; Reskia does not mirror/build this optional module yet, so C ABI binding requires a separate module promotion phase"
modules/skplaintexteditor,modules/skplaintexteditor/include/stringslice.h,StringSlice,shrink,10,missing,,na,P3,optional_module_not_imported,void shrink() { this->realloc(fLength); },Phase 13 plaintext editor optional-module override,"skplaintexteditor is present only in vendor/skia-upstream; Reskia does not mirror/build this optional module yet, so C ABI binding requires a separate module promotion phase"
